Start Date,Last Buy Date,Sell Date,Total ETH Bought,Total Paid USD,Current Value of Asset,ROI
2020-02-26,2020-05-27,2020-06-03,7.970517455481089,1400,1911.489496173475,36.534964012391065
2020-02-27,2020-05-28,2020-06-04,7.9041594700879125,1400,1907.6688881057175,36.26206343612268
2020-02-28,2020-05-29,2020-06-05,8.002490065115348,1400,1952.6876007887959,39.47768577062828
2020-02-29,2020-05-30,2020-06-06,7.920580177387481,1400,1923.5128960785496,37.39377829132497
2020-03-01,2020-05-31,2020-06-07,7.985724995210733,1400,1923.6014368463614,37.40010263188295
2020-03-02,2020-06-01,2020-06-08,8.120070622270513,1400,1982.0280381900095,41.5734312992864
2020-03-03,2020-06-02,2020-06-09,7.980329810921058,1400,1957.8941158113723,39.84957970081231
2020-03-04,2020-06-03,2020-06-10,7.96279627061186,1400,1956.7775555401586,39.76982539572561
2020-03-05,2020-06-04,2020-06-11,7.873952264776123,1400,1889.1186273650874,34.93704481179196
2020-03-06,2020-06-05,2020-06-12,7.968417289362864,1400,1868.5938543555917,33.47098959682798
2020-03-07,2020-06-06,2020-06-13,7.889976989928885,1400,1874.1851341877075,33.870366727693394
2020-03-08,2020-06-07,2020-06-14,7.9471489573194205,1400,1875.765568396103,33.983254885435926
2020-03-09,2020-06-08,2020-06-15,8.085409873586874,1400,1841.371244610675,31.526517472191067
2020-03-10,2020-06-09,2020-06-16,7.947457008139824,1400,1847.0684832617765,31.93346309012689
2020-03-11,2020-06-10,2020-06-17,7.925404471142649,1400,1843.8453502113373,31.703239300809805
2020-03-12,2020-06-11,2020-06-18,7.855028019148859,1400,1820.4812937179395,30.034378122709963
2020-03-13,2020-06-12,2020-06-19,7.971396856305381,1400,1829.1964366163957,30.65688832974255
2020-03-14,2020-06-13,2020-06-20,7.90071913940716,1400,1809.5807116898159,29.25576512070113
2020-03-15,2020-06-14,2020-06-21,7.914598721137592,1400,1823.7609833117353,30.26864166512395
2020-03-16,2020-06-15,2020-06-22,8.024156844538902,1400,1896.5897117752152,35.47069369822965
2020-03-17,2020-06-16,2020-06-23,7.882411859485883,1400,1909.9872176720244,36.4276584051446
2020-03-18,2020-06-17,2020-06-24,7.838865794269079,1400,1886.5014420487967,34.75010300348548
2020-03-19,2020-06-18,2020-06-25,7.633682121616201,1400,1780.0219971184658,27.1444283656047
2020-03-20,2020-06-19,2020-06-26,7.547412368562439,1400,1747.8297563116896,24.844982593692112
2020-03-21,2020-06-20,2020-06-27,7.558811059146081,1400,1712.2974692283617,22.306962087740125
2020-03-22,2020-06-21,2020-06-28,7.561478296056841,1400,1694.0735974485747,21.005256960612474
2020-03-23,2020-06-22,2020-06-29,7.578279553616383,1400,1713.297441481592,22.378388677256567
2020-03-24,2020-06-23,2020-06-30,7.423266760243654,1400,1686.195044589346,20.44250318495329
2020-03-25,2020-06-24,2020-07-01,7.3762724535289985,1400,1687.691137367435,20.549366954816783
2020-03-26,2020-06-25,2020-07-02,7.279020520428915,1400,1666.3861677417915,19.027583410127964
2020-03-27,2020-06-26,2020-07-03,7.247860197321452,1400,1647.2211870452463,17.658656217517596
2020-03-28,2020-06-27,2020-07-04,7.240202010161244,1400,1647.7975754925976,17.69982682089983
2020-03-29,2020-06-28,2020-07-05,7.235805236908038,1400,1643.9749498255062,17.4267821303933
2020-03-30,2020-06-29,2020-07-06,7.241723996241795,1400,1698.7636150384003,21.340258217028595
2020-03-31,2020-06-30,2020-07-07,7.136548978294207,1400,1701.7101038742535,21.550721705303822
2020-04-01,2020-07-01,2020-07-08,7.087909202706553,1400,1724.8427044786395,23.203050319902818
2020-04-02,2020-07-02,2020-07-09,6.985161586160765,1400,1701.5853623887624,21.541811599197313
2020-04-03,2020-07-03,2020-07-10,6.957511986295125,1400,1668.4809494334338,19.1772106738167
2020-04-04,2020-07-04,2020-07-11,6.913305101540699,1400,1658.7092930126598,18.479235215189988
2020-04-05,2020-07-05,2020-07-12,6.89658360048832,1400,1658.9042192614604,18.49315851867574
2020-04-06,2020-07-06,2020-07-13,6.896412859658312,1400,1663.8975306497612,18.849823617840084
2020-04-07,2020-07-07,2020-07-14,6.803818212838706,1400,1632.2359892600057,16.588284947143265
2020-04-08,2020-07-08,2020-07-15,6.745146864702562,1400,1613.776387380088,15.269741955720567
2020-04-09,2020-07-09,2020-07-16,6.68775613342911,1400,1573.6958957572037,12.406849696943125
2020-04-10,2020-07-10,2020-07-17,6.676477224393742,1400,1557.355077362084,11.239648383006006
2020-04-11,2020-07-11,2020-07-18,6.629567937395552,1400,1554.1696115636394,11.012115111688527
2020-04-12,2020-07-12,2020-07-19,6.618448649202263,1400,1563.4099399145587,11.672138565325618
2020-04-13,2020-07-13,2020-07-20,6.671540960786814,1400,1582.5562313082403,13.039730807731448
2020-04-14,2020-07-14,2020-07-21,6.6313833714701635,1400,1597.6991956883066,14.121371120593333
2020-04-15,2020-07-15,2020-07-22,6.570878061881586,1400,1660.658012579333,18.618429469952353
2020-04-16,2020-07-16,2020-07-23,6.526010714704156,1400,1757.5852056841231,25.541800406008797
2020-04-17,2020-07-17,2020-07-24,6.491422878539646,1400,1802.7979618280308,28.771282987716486
2020-04-18,2020-07-18,2020-07-25,6.424143098191238,1400,1881.5030305982498,34.3930736141607
2020-04-19,2020-07-19,2020-07-26,6.418419158838666,1400,1978.9911792447258,41.356512803194704
2020-04-20,2020-07-20,2020-07-27,6.452821499825582,1400,2066.064387814155,47.57602770101107
2020-04-21,2020-07-21,2020-07-28,6.415168408961385,1400,2032.3895036430565,45.170678831646896
2020-04-22,2020-07-22,2020-07-29,6.328639409017052,1400,2017.2538116241853,44.0895579731561
2020-04-23,2020-07-23,2020-07-30,6.279116422701863,1400,2054.4641023438226,46.74743588170161
2020-04-24,2020-07-24,2020-07-31,6.270136225370761,1400,2125.4507776761807,51.81791269115577
2020-04-25,2020-07-25,2020-08-01,6.209344465281411,1400,2273.9861300753587,62.42758071966848
2020-04-26,2020-07-26,2020-08-02,6.199593439901361,1400,2381.821803675704,70.13012883397886
2020-04-27,2020-07-27,2020-08-03,6.203978589563053,1400,2375.6274815154843,69.68767725110602
2020-04-28,2020-07-28,2020-08-04,6.152345640978857,1400,2410.7351159611553,72.19536542579681
2020-04-29,2020-07-29,2020-08-05,6.079903568429621,1400,2409.2225880259216,72.08732771613727
2020-04-30,2020-07-30,2020-08-06,6.04336003074138,1400,2405.499026636299,71.82135904544992
2020-05-01,2020-07-31,2020-08-07,6.03243059145368,1400,2310.9638352799902,65.06884537714215
2020-05-02,2020-08-01,2020-08-08,5.963274436401985,1400,2299.8560518871536,64.27543227765383
2020-05-03,2020-08-02,2020-08-09,5.952421661337592,1400,2337.9921801401792,66.99944143858423
2020-05-04,2020-08-03,2020-08-10,5.956223891433853,1400,2353.9592441335726,68.13994600954089
2020-05-05,2020-08-04,2020-08-11,5.899473400281537,1400,2269.350432886299,62.096459491878505
2020-05-06,2020-08-05,2020-08-12,5.852163269562381,1400,2221.5982203912713,58.6855871708051
2020-05-07,2020-08-06,2020-08-13,5.833719093031661,1400,2370.298404689694,69.30702890640671
2020-05-08,2020-08-07,2020-08-14,5.823320112137092,1400,2527.0879958630126,80.50628541878662
2020-05-09,2020-08-08,2020-08-15,5.75605852093073,1400,2508.5478640068213,79.18199028620153
2020-05-10,2020-08-09,2020-08-16,5.739683713526532,1400,2443.268563173974,74.5191830838553
2020-05-11,2020-08-10,2020-08-17,5.722493801488376,1400,2476.0658429660057,76.86184592614326
2020-05-12,2020-08-11,2020-08-18,5.678436004522952,1400,2419.7519346073655,72.8394239005261
2020-05-13,2020-08-12,2020-08-19,5.634329472279697,1400,2320.4985931583933,65.7498995113138
2020-05-14,2020-08-13,2020-08-20,5.599598391378206,1400,2303.562786245166,64.54019901751187
2020-05-15,2020-08-14,2020-08-21,5.583344957684712,1400,2250.3113517452466,60.73652512466047
2020-05-16,2020-08-15,2020-08-22,5.513617864715924,1400,2148.3260648079126,53.451861771993755
2020-05-17,2020-08-16,2020-08-23,5.4673225017214175,1400,2136.4656139976782,52.60468671411987
2020-05-18,2020-08-17,2020-08-24,5.416087332040192,1400,2162.914476050251,54.493891146446494
2020-05-19,2020-08-18,2020-08-25,5.383024012862283,1400,2107.130919594812,50.50935139962943
2020-05-20,2020-08-19,2020-08-26,5.36342009627446,1400,2066.4721288935866,47.60515206382762
2020-05-21,2020-08-20,2020-08-27,5.3439046504653875,1400,2057.9911199407256,46.99936571005183
2020-05-22,2020-08-21,2020-08-28,5.328086692372623,1400,2075.396328412984,48.24259488664172
2020-05-23,2020-08-22,2020-08-29,5.266841747905929,1400,2103.2079151912744,50.22913679937674
2020-05-24,2020-08-23,2020-08-30,5.2345406114781685,1400,2167.8326488375687,54.845189202683486
2020-05-25,2020-08-24,2020-08-31,5.1937033586791985,1400,2228.9816704443515,59.21297646031082
2020-05-26,2020-08-25,2020-09-01,5.16761470573092,1400,2375.2940994892174,69.66386424922982
2020-05-27,2020-08-26,2020-09-02,5.149816049468796,1400,2329.776780779683,66.41262719854879
2020-05-28,2020-08-27,2020-09-03,5.109719171675491,1400,2122.2196635719815,51.58711882657011
2020-05-29,2020-08-28,2020-09-04,5.092977389325288,1400,1971.084109216673,40.79172208690521
2020-05-30,2020-08-29,2020-09-05,5.036121862536735,1400,1790.1902384759333,27.87073131970952
2020-05-31,2020-08-30,2020-09-06,4.9916964430303965,1400,1694.1817727645164,21.012983768894028
2020-06-01,2020-08-31,2020-09-07,4.935334912504227,1400,1689.0196671063218,20.64426193616584
2020-06-02,2020-09-01,2020-09-08,4.892584970364469,1400,1674.1936510090177,19.585260786358404
2020-06-03,2020-09-02,2020-09-09,4.883814760673819,1400,1688.1394101745125,20.581386441036607
2020-06-04,2020-09-03,2020-09-10,4.88158038130685,1400,1778.11565389102,27.00826099221571
2020-06-05,2020-09-04,2020-09-11,4.899343707395811,1400,1793.6987247146806,28.12133747962004
2020-06-06,2020-09-05,2020-09-12,4.885175354727423,1400,1845.0818797270003,31.791562837642886
2020-06-07,2020-09-06,2020-09-13,4.864482108815035,1400,1807.8847757411077,29.134626838650547
2020-06-08,2020-09-07,2020-09-14,4.809755315113662,1400,1784.563514566622,27.468822469044422
2020-06-09,2020-09-08,2020-09-15,4.772822915017491,1400,1778.1629052189164,27.01163608706546
2020-06-10,2020-09-09,2020-09-16,4.756136985331377,1400,1734.7058426599133,23.907560189993806
2020-06-11,2020-09-10,2020-09-17,4.741781074075548,1400,1798.7946504505592,28.48533217503994
2020-06-12,2020-09-11,2020-09-18,4.762666389566137,1400,1830.91184014091,30.779417152922147
2020-06-13,2020-09-12,2020-09-19,4.738165939599705,1400,1814.243738272727,29.58883844805192
2020-06-14,2020-09-13,2020-09-20,4.718408000439015,1400,1775.7728509652234,26.840917926087382
2020-06-15,2020-09-14,2020-09-21,4.66959034774884,1400,1661.907204763812,18.707657483129424
2020-06-16,2020-09-15,2020-09-22,4.633638436894997,1400,1583.4532630401275,13.103804502866248
2020-06-17,2020-09-16,2020-09-23,4.6233782447102225,1400,1534.129369159746,9.580669225696138
2020-06-18,2020-09-17,2020-09-24,4.588584276742331,1400,1537.175732708681,9.798266622048638
2020-06-19,2020-09-18,2020-09-25,4.596352537590124,1400,1601.3232605710232,14.38023289793023
2020-06-20,2020-09-19,2020-09-26,4.578349005192397,1400,1611.48728284762,15.106234489115714
2020-06-21,2020-09-20,2020-09-27,4.5604431541353945,1400,1623.1073229883284,15.93623735630917
2020-06-22,2020-09-21,2020-09-28,4.511470934378773,1400,1626.3401571342038,16.167154081014555
2020-06-23,2020-09-22,2020-09-29,4.4959930357666655,1400,1601.6975189918746,14.40696564227676
2020-06-24,2020-09-23,2020-09-30,4.4949162393269955,1400,1605.808826499569,14.70063046425493
2020-06-25,2020-09-24,2020-10-01,4.455610897178294,1400,1594.5294717731963,13.894962269514021
2020-06-26,2020-09-25,2020-10-02,4.44760036958075,1400,1535.711931612537,9.6937094008955
2020-06-27,2020-09-26,2020-10-03,4.4258510968970715,1400,1540.1519232092119,10.010851657800849
2020-06-28,2020-09-27,2020-10-04,4.407441791156381,1400,1540.7975757703591,10.056969697882794
2020-06-29,2020-09-28,2020-10-05,4.365787707602123,1400,1538.7218775443682,9.908705538883444
2020-06-30,2020-09-29,2020-10-06,4.364000307877859,1400,1512.1261066796783,8.009007619977021
2020-07-01,2020-09-30,2020-10-07,4.359308288786037,1400,1475.6258557540737,5.40184683957669
2020-07-02,2020-10-01,2020-10-08,4.306188729083751,1400,1481.0274895937746,5.787677828126756
2020-07-03,2020-10-02,2020-10-09,4.305395781366656,1400,1542.451092632418,10.17507804517272
2020-07-04,2020-10-03,2020-10-10,4.271773041809367,1400,1588.2879346751408,13.449138191081488
2020-07-05,2020-10-04,2020-10-11,4.24714229700413,1400,1586.4775336229227,13.319823830208763
2020-07-06,2020-10-05,2020-10-12,4.2071945938037265,1400,1602.4362768879632,14.459734063425945
2020-07-07,2020-10-06,2020-10-13,4.212362868104826,1400,1606.9321869246291,14.78087049461637
2020-07-08,2020-10-07,2020-10-14,4.217666326612318,1400,1605.834277194374,14.70244837102671
2020-07-09,2020-10-08,2020-10-15,4.160130822272558,1400,1565.374025804718,11.812430414622717
2020-07-10,2020-10-09,2020-10-16,4.144517392387982,1400,1538.9007529675816,9.92148235482726
2020-07-11,2020-10-10,2020-10-17,4.101340999098222,1400,1505.7253209989303,7.551808642780737
2020-07-12,2020-10-11,2020-10-18,4.074710398766711,1400,1521.3338744835391,8.666705320252795
2020-07-13,2020-10-12,2020-10-19,4.043450676593653,1400,1530.4865155974635,9.32046539981882
2020-07-14,2020-10-13,2020-10-20,4.05512467738773,1400,1517.3465517849409,8.381896556067204
2020-07-15,2020-10-14,2020-10-21,4.0693819938272195,1400,1565.4098653854549,11.814990384675346
2020-07-16,2020-10-15,2020-10-22,4.015381331841386,1400,1629.0803601413686,16.362882867240614
2020-07-17,2020-10-16,2020-10-23,3.9968373466851976,1400,1642.7800862345498,17.34143473103927
2020-07-18,2020-10-17,2020-10-24,3.956935848760932,1400,1631.167664934719,16.511976066765637
2020-07-19,2020-10-18,2020-10-25,3.9268171390310846,1400,1614.9035484265335,15.350253459038104
2020-07-20,2020-10-19,2020-10-26,3.893171077643913,1400,1547.6522984957846,10.546592749698902
2020-07-21,2020-10-20,2020-10-27,3.9055353828835058,1400,1562.9562048761502,11.639728919725014
2020-07-22,2020-10-21,2020-10-28,3.9113654893982917,1400,1545.2240502416892,10.373146445834939
2020-07-23,2020-10-22,2020-10-29,3.8368914943221193,1400,1485.874600091184,6.133900006513143
2020-07-24,2020-10-23,2020-10-30,3.8114283450456257,1400,1460.8442560890874,4.3460182920776695
2020-07-25,2020-10-24,2020-10-31,3.7729523070883304,1400,1460.698485689247,4.335606120660502
2020-07-26,2020-10-25,2020-11-01,3.7466440532543164,1400,1465.4623549898934,4.675882499278097
2020-07-27,2020-10-26,2020-11-02,3.72315703198316,1400,1459.9615669515565,4.282969067968321
2020-07-28,2020-10-27,2020-11-03,3.74035837356962,1400,1422.8697288896194,1.6335520635442433
2020-07-29,2020-10-28,2020-11-04,3.768812413506846,1400,1480.2010754048138,5.728648243200983
2020-07-30,2020-10-29,2020-11-05,3.72381043283915,1400,1517.0431322343413,8.360223731024382
2020-07-31,2020-10-30,2020-11-06,3.7122593146311944,1400,1613.3107755455708,15.23648396754077
2020-08-01,2020-10-31,2020-11-07,3.68981335856082,1400,1649.6048582117858,17.82891844369898
2020-08-02,2020-11-01,2020-11-08,3.6779791566710047,1400,1638.4293749222327,17.030669637302335
2020-08-03,2020-11-02,2020-11-09,3.6658501831083994,1400,1635.9223027139542,16.851593050996726
2020-08-04,2020-11-03,2020-11-10,3.6875860387432713,1400,1647.1709317858445,17.655066556131747
2020-08-05,2020-11-04,2020-11-11,3.7097018182821238,1400,1712.2128742281143,22.300919587722447
2020-08-06,2020-11-05,2020-11-12,3.6636426536063516,1400,1684.835983540489,20.345427395749212
2020-08-07,2020-11-06,2020-11-13,3.6473585947645737,1400,1700.6174183949302,21.47267274249501
2020-08-08,2020-11-07,2020-11-14,3.640432067777562,1400,1689.4153096935331,20.67252212096665
2020-08-09,2020-11-08,2020-11-15,3.6421732860445792,1400,1641.2361261574083,17.231151868386306
2020-08-10,2020-11-09,2020-11-16,3.6287836431706766,1400,1649.8990590404117,17.849932788600835
2020-08-11,2020-11-10,2020-11-17,3.6562537463398423,1400,1723.9236413992357,23.13740295708827
2020-08-12,2020-11-11,2020-11-18,3.6740035065137358,1400,1759.5537593395584,25.68241138139703
2020-08-13,2020-11-12,2020-11-19,3.629859651470121,1400,1716.5969277767351,22.614066269766795
2020-08-14,2020-11-13,2020-11-20,3.6007959407476227,1400,1773.8240963310939,26.701721166506704
2020-08-15,2020-11-14,2020-11-21,3.596627771203073,1400,1896.2500598113963,35.44643284367117
2020-08-16,2020-11-15,2020-11-22,3.6094943088516374,1400,1974.1768172833147,41.01262980595105
2020-08-17,2020-11-16,2020-11-23,3.5956933450177577,1400,2087.7674269176605,49.12624477983289
2020-08-18,2020-11-17,2020-11-24,3.60837973851046,1400,2192.0906911451043,56.57790651036459
2020-08-19,2020-11-18,2020-11-25,3.619385330860072,1400,2107.8576289862885,50.56125921330632
2020-08-20,2020-11-19,2020-11-26,3.595198880358446,1400,1907.504669951781,36.25033356798435
2020-08-21,2020-11-20,2020-11-27,3.5733561801344518,1400,1836.7408101509095,31.19577215363639
2020-08-22,2020-11-21,2020-11-28,3.5568405222318518,1400,1878.3319113854186,34.16656509895847
2020-08-23,2020-11-22,2020-11-29,3.5574114719646093,1400,1971.8376047952631,40.845543199661655
2020-08-24,2020-11-23,2020-11-30,3.536807720560705,1400,2098.7063333035167,49.90759523596547
2020-08-25,2020-11-24,2020-12-01,3.5383186209338477,1400,2135.2337549887397,52.516696784909975
2020-08-26,2020-11-25,2020-12-02,3.5482876770171923,1400,2098.386366434427,49.88474045960194
2020-08-27,2020-11-26,2020-12-03,3.5405911714504437,1400,2143.4738951960985,53.105278228292754
2020-08-28,2020-11-27,2020-12-04,3.519790593238545,1400,2091.2131851608165,49.372370368629745
2020-08-29,2020-11-28,2020-12-05,3.4895550225874024,1400,2023.4184798473054,44.52989141766467
2020-08-30,2020-11-29,2020-12-06,3.4819174401073933,1400,2073.8300273279638,48.130716237711695
2020-08-31,2020-11-30,2020-12-07,3.4549240402573385,1400,2052.8122169997027,46.62944407140734
2020-09-01,2020-12-01,2020-12-08,3.448562693454429,1400,1978.130046592395,41.295003328028216
2020-09-02,2020-12-02,2020-12-09,3.4578389312396105,1400,1919.5847042883572,37.11319316345409
2020-09-03,2020-12-03,2020-12-10,3.4461051482661498,1400,1937.365853303747,38.38327523598192
2020-09-04,2020-12-04,2020-12-11,3.431377698186215,1400,1884.135180297069,34.5810843069335
2020-09-05,2020-12-05,2020-12-12,3.4115939644166726,1400,1908.0703883586007,36.29074202561433
2020-09-06,2020-12-06,2020-12-13,3.4083511190270266,1400,1974.0147176068829,41.001051257634494
2020-09-07,2020-12-07,2020-12-14,3.390218142400357,1400,1979.2432537147522,41.3745181224823
2020-09-08,2020-12-08,2020-12-15,3.405340334860575,1400,2003.838466645357,43.13131904609692
2020-09-09,2020-12-09,2020-12-16,3.4169303475341186,1400,2082.07233796644,48.71945271188857
2020-09-10,2020-12-10,2020-12-17,3.383208557525314,1400,2203.4499014306616,57.38927867361868
2020-09-11,2020-12-11,2020-12-18,3.3551126253983017,1400,2172.536078324162,55.18114845172587
2020-09-12,2020-12-12,2020-12-19,3.3090743913908067,1400,2176.34513647382,55.45322403384427
2020-09-13,2020-12-13,2020-12-20,3.2863744000417405,1400,2111.396960794817,50.81406862820121
2020-09-14,2020-12-14,2020-12-21,3.2693055952969856,1400,2039.5236025700717,45.68025732643369
2020-09-15,2020-12-15,2020-12-22,3.2830458875711956,1400,2010.2418274187187,43.58870195847991
2020-09-16,2020-12-16,2020-12-23,3.2917407116809714,1400,1970.896833711865,40.77834526513321
2020-09-17,2020-12-17,2020-12-24,3.262213271394847,1400,1928.6531081813478,37.760936298667694
2020-09-18,2020-12-18,2020-12-25,3.236403672769192,1400,2004.1106103255945,43.15075788039961
2020-09-19,2020-12-19,2020-12-26,3.1963543066784097,1400,2026.6804116925123,44.762886549465165
2020-09-20,2020-12-20,2020-12-27,3.1729533291595833,1400,2125.4345170708384,51.816751219345605
2020-09-21,2020-12-21,2020-12-28,3.1600831225727157,1400,2258.005794403108,61.28612817165059
2020-09-22,2020-12-22,2020-12-29,3.1779487134659212,1400,2272.392227563807,62.313730540271926
2020-09-23,2020-12-23,2020-12-30,3.1845826974623135,1400,2349.1074267830754,67.79338762736253
2020-09-24,2020-12-24,2020-12-31,3.167749102438658,1400,2345.433112936607,67.53093663832907
2020-09-25,2020-12-25,2021-01-01,3.137766568286988,1400,2304.6895444067927,64.62068174334233
2020-09-26,2020-12-26,2021-01-02,3.0929032927229603,1400,2327.2550826093916,66.23250590067083
2020-09-27,2020-12-27,2021-01-03,3.05652814409814,1400,2717.4369117918923,94.10263655656374
2020-09-28,2020-12-28,2021-01-04,3.019055497555859,1400,3117.9295651008133,122.70925465005809
2020-09-29,2020-12-29,2021-01-05,3.0251703901170446,1400,3200.9025380789435,128.63589557706737
2020-09-30,2020-12-30,2021-01-06,3.0187801334461635,1400,3431.8398191056017,145.13141565040013
2020-10-01,2020-12-31,2021-01-07,3.004301944178017,1400,3680.2999246375125,162.87856604553662
2020-10-02,2021-01-01,2021-01-08,2.986878962007233,1400,3509.4334364103984,150.67381688645702
2020-10-03,2021-01-02,2021-01-09,2.9416954371458055,1400,3656.733347052836,161.19523907520258
2020-10-04,2021-01-03,2021-01-10,2.8880365838933257,1400,3671.6186698352626,162.25847641680446
2020-10-05,2021-01-04,2021-01-11,2.8384841472784967,1400,3103.229563695162,121.65925454965445
2020-10-06,2021-01-05,2021-01-12,2.8389785545470594,1400,3068.935817465371,119.20970124752652
2020-10-07,2021-01-06,2021-01-13,2.8268280078693193,1400,3008.9888046964184,114.92777176402988
2020-10-08,2021-01-07,2021-01-14,2.8065028525311453,1400,3279.7072984964216,134.2648070354587
2020-10-09,2021-01-08,2021-01-15,2.7823773358851907,1400,3257.078733160563,132.6484809400402
