Date,Price
2020-12-12,559.29
2020-12-13,579.17
2020-12-14,583.81
2020-12-15,588.44
2020-12-16,609.34
2020-12-17,651.29
2020-12-18,647.53
2020-12-19,657.69
2020-12-20,642.47
2020-12-21,623.84
2020-12-22,612.31
2020-12-23,598.74
2020-12-24,591.21
2020-12-25,619.24
2020-12-26,634.06
2020-12-27,669.86
2020-12-28,714.54
2020-12-29,715.05
2020-12-30,737.65
2020-12-31,740.41
2021-01-01,734.5
2021-01-02,752.45
2021-01-03,889.06
2021-01-04,1032.75
2021-01-05,1058.09
2021-01-06,1136.83
2021-01-07,1225.01
2021-01-08,1174.95
2021-01-09,1243.07
2021-01-10,1271.32
2021-01-11,1093.27
2021-01-12,1081.0
2021-01-13,1064.44
2021-01-14,1168.61
2021-01-15,1170.61
2021-01-16,1223.84
2021-01-17,1220.02
2021-01-18,1223.38
2021-01-19,1343.41
2021-01-20,1324.52
2021-01-21,1240.58
2021-01-22,1159.14
2021-01-23,1236.52
2021-01-24,1310.19
2021-01-25,1386.38
2021-01-26,1314.71
2021-01-27,1291.69
2021-01-28,1291.23
2021-01-29,1360.61
2021-01-30,1365.46
2021-01-31,1333.71
2021-02-01,1324.1
2021-02-02,1452.88
2021-02-03,1585.46
2021-02-04,1625.52
2021-02-05,1675.65
2021-02-06,1693.69
2021-02-07,1595.89
2021-02-08,1671.09
2021-02-09,1763.79
2021-02-10,1756.62
2021-02-11,1757.61
2021-02-12,1802.76
2021-02-13,1821.11
2021-02-14,1819.03
2021-02-15,1758.87
2021-02-16,1777.08
2021-02-17,1795.19
2021-02-18,1899.05
2021-02-19,1933.12
2021-02-20,1933.41
2021-02-21,1932.31
2021-02-22,1758.54
2021-02-23,1580.13
2021-02-24,1611.0
2021-02-25,1567.64
2021-02-26,1483.5
2021-02-27,1479.36
2021-02-28,1384.43
2021-03-01,1492.06
2021-03-02,1529.47
2021-03-03,1566.13
2021-03-04,1567.03
2021-03-05,1499.38
2021-03-06,1594.12
2021-03-07,1683.74
2021-03-08,1753.07
2021-03-09,1836.16
2021-03-10,1820.15
2021-03-11,1789.22
2021-03-12,1784.24
2021-03-13,1835.64
2021-03-14,1887.95
2021-03-15,1819.4
2021-03-16,1768.56
2021-03-17,1794.5
2021-03-18,1777.18
2021-03-19,1793.83
2021-03-20,1843.22
2021-03-21,1793.75
2021-03-22,1743.13
2021-03-23,1693.82
2021-03-24,1655.61
2021-03-25,1593.14
2021-03-26,1648.83
2021-03-27,1703.57
2021-03-28,1700.62
2021-03-29,1760.45
2021-03-30,1827.45
2021-03-31,1870.42
2021-04-01,1950.62
2021-04-02,2056.57
2021-04-03,2086.69
2021-04-04,2058.73
2021-04-05,2086.69
2021-04-06,2104.42
2021-04-07,2039.31
2021-04-08,2025.3
2021-04-09,2079.02
2021-04-10,2129.89
2021-04-11,2142.53
2021-04-12,2155.04
2021-04-13,2228.49
2021-04-14,2367.13
2021-04-15,2477.1
2021-04-16,2433.12
2021-04-17,2415.53
2021-04-18,2188.61
2021-04-19,2181.73
2021-04-20,2202.99
2021-04-21,2352.78
2021-04-22,2478.53
2021-04-23,2278.29
2021-04-24,2265.72
2021-04-25,2263.3
2021-04-26,2422.33
2021-04-27,2580.88
2021-04-28,2660.78
2021-04-29,2735.04
2021-04-30,2762.11
2021-05-01,2853.67
2021-05-02,2922.71
2021-05-03,3200.61
2021-05-04,3352.16
2021-05-05,3377.28
2021-05-06,3492.57
2021-05-07,3471.78
2021-05-08,3701.97
2021-05-09,3862.62
2021-05-10,3940.96
2021-05-11,3981.05
2021-05-12,4074.1
2021-05-13,3790.99
2021-05-14,3937.21
2021-05-15,3883.65
2021-05-16,3614.92
2021-05-17,3358.39
2021-05-18,3404.43
2021-05-19,2695.2
2021-05-20,2581.69
2021-05-21,2525.78
2021-05-22,2326.05
2021-05-23,2060.94
2021-05-24,2381.62
2021-05-25,2572.45
2021-05-26,2781.92
2021-05-27,2765.68
2021-05-28,2548.86
2021-05-29,2387.71
2021-05-30,2330.51
2021-05-31,2497.68
2021-06-01,2635.45
2021-06-02,2678.4
2021-06-03,2779.47
2021-06-04,2709.9
2021-06-05,2687.86
2021-06-06,2679.8
2021-06-07,2714.59
2021-06-08,2468.2
2021-06-09,2518.63
2021-06-10,2527.68
2021-06-11,2411.14
2021-06-12,2356.49
2021-06-13,2430.0
2021-06-14,2537.91
2021-06-15,2577.19
2021-06-16,2454.49
2021-06-17,2384.74
2021-06-18,2262.25
2021-06-19,2223.65
2021-06-20,2162.67
2021-06-21,2063.32
2021-06-22,1850.38
2021-06-23,1935.55
2021-06-24,1959.89
2021-06-25,1906.08
2021-06-26,1784.87
2021-06-27,1895.6
2021-06-28,2051.71
2021-06-29,2159.24
2021-06-30,2186.87
2021-07-01,2177.74
2021-07-02,2088.71
2021-07-03,2177.58
2021-07-04,2287.56
2021-07-05,2242.48
2021-07-06,2272.11
2021-07-07,2350.9
2021-07-08,2206.71
2021-07-09,2118.22
2021-07-10,2136.02
2021-07-11,2128.23
2021-07-12,2089.36
2021-07-13,1981.64
2021-07-14,1942.17
2021-07-15,1960.51
2021-07-16,1906.64
2021-07-17,1886.59
2021-07-18,1935.67
2021-07-19,1862.01
2021-07-20,1779.52
2021-07-21,1892.35
2021-07-22,1999.21
2021-07-23,2064.94
2021-07-24,2152.49
2021-07-25,2151.63
2021-07-26,2303.07
2021-07-27,2235.84
2021-07-28,2296.35
2021-07-29,2334.93
2021-07-30,2396.02
2021-07-31,2487.49
2021-08-01,2608.18
2021-08-02,2588.55
2021-08-03,2539.83
2021-08-04,2613.96
2021-08-05,2690.56
2021-08-06,2836.35
2021-08-07,3019.38
2021-08-08,3068.18
2021-08-09,3043.31
2021-08-10,3144.08
2021-08-11,3196.06
2021-08-12,3110.24
2021-08-13,3181.17
2021-08-14,3271.9
2021-08-15,3218.94
2021-08-16,3236.89
2021-08-17,3142.64
2021-08-18,3042.0
2021-08-19,3073.79
2021-08-20,3238.18
2021-08-21,3258.61
2021-08-22,3207.37
2021-08-23,3304.62
2021-08-24,3256.4
2021-08-25,3167.42
2021-08-26,3154.94
2021-08-27,3173.16
2021-08-28,3251.12
2021-08-29,3221.04
2021-08-30,3249.01
2021-08-31,3331.1
2021-09-01,3612.14
2021-09-02,3778.73
2021-09-03,3867.57
2021-09-04,3903.69
2021-09-05,3908.84
2021-09-06,3918.71
2021-09-07,3503.77
2021-09-08,3391.94
2021-09-09,3481.75
2021-09-10,3334.82
2021-09-11,3277.74
2021-09-12,3348.79
2021-09-13,3274.01
2021-09-14,3351.4
2021-09-15,3490.6
2021-09-16,3581.56
2021-09-17,3472.88
2021-09-18,3456.35
2021-09-19,3367.25
2021-09-20,3142.08
2021-09-21,2889.05
2021-09-22,2915.26
2021-09-23,3105.82
2021-09-24,2953.49
2021-09-25,2893.98
2021-09-26,2929.72
2021-09-27,3048.18
2021-09-28,2882.07
2021-09-29,2866.93
2021-09-30,2943.4
2021-10-01,3154.25
2021-10-02,3362.43
2021-10-03,3416.36
2021-10-04,3359.11
2021-10-05,3453.63
2021-10-06,3488.51
2021-10-07,3564.96
2021-10-08,3607.89
2021-10-09,3586.44
2021-10-10,3509.11
2021-10-11,3504.03
2021-10-12,3476.91
2021-10-13,3512.67
2021-10-14,3704.77
2021-10-15,3815.41
2021-10-16,3884.17
2021-10-17,3787.81
2021-10-18,3787.48
2021-10-19,3810.35
2021-10-20,4000.38
2021-10-21,4199.29
2021-10-22,4035.66
2021-10-23,4058.15
2021-10-24,4076.42
2021-10-25,4154.35
2021-10-26,4197.98
2021-10-27,4114.71
2021-10-28,4099.43
2021-10-29,4363.72
2021-10-30,4339.67
2021-10-31,4286.73
2021-11-01,4269.14
2021-11-02,4444.32
2021-11-03,4563.94
2021-11-04,4516.57
2021-11-05,4509.19
2021-11-06,4432.99
2021-11-07,4575.95
2021-11-08,4721.01
2021-11-09,4777.81
2021-11-10,4672.3
2021-11-11,4679.52
2021-11-12,4659.83
2021-11-13,4642.15
2021-11-14,4603.39
2021-11-15,4655.62
2021-11-16,4518.02
2021-11-17,4203.72
2021-11-18,4151.39
2021-11-19,4147.32
2021-11-20,4321.82
2021-11-21,4338.97
2021-11-22,4167.8
2021-11-23,4227.63
2021-11-24,4276.53
2021-11-25,4400.15
2021-11-26,4242.17
2021-11-27,4110.6
2021-11-28,4143.94
2021-11-29,4372.68
2021-11-30,4555.67
2021-12-01,4655.5
2021-12-02,4535.21
2021-12-03,4373.72
2021-12-04,3884.11
2021-12-05,4143.57
2021-12-06,4153.16
2021-12-07,4346.46
2021-12-08,4343.82
2021-12-09,4280.58
2021-12-10,4062.44
2021-12-11,3970.85
2021-12-12,4083.33
2021-12-13,3913.28
2021-12-14,3783.37
2021-12-15,3875.55
2021-12-16,4033.21
2021-12-17,3852.11
2021-12-18,3884.22
2021-12-19,3956.53
2021-12-20,3869.75
2021-12-21,3988.83
2021-12-22,4010.74
2021-12-23,4023.13
2021-12-24,4081.59
2021-12-25,4083.25
2021-12-26,4059.03
2021-12-27,4079.75
2021-12-28,3903.41
2021-12-29,3720.39
2021-12-30,3681.38
2021-12-31,3722.08
2022-01-01,3726.1
2022-01-02,3781.76
2022-01-03,3767.12
2022-01-04,3800.07
2022-01-05,3649.4
2022-01-06,3442.54
2022-01-07,3268.92
2022-01-08,3130.59
2022-01-09,3141.35
2022-01-10,3062.45
2022-01-11,3154.33
2022-01-12,3308.97
2022-01-13,3322.44
2022-01-14,3267.29
2022-01-15,3321.6
2022-01-16,3333.98
2022-01-17,3256.52
2022-01-18,3166.07
2022-01-19,3113.19
2022-01-20,3133.12
2022-01-21,2762.95
2022-01-22,2472.75
2022-01-23,2461.83
2022-01-24,2354.75
2022-01-25,2428.95
2022-01-26,2561.73
2022-01-27,2419.45
2022-01-28,2458.31
2022-01-29,2577.3
2022-01-30,2590.93
2022-01-31,2593.4
2022-02-01,2742.47
2022-02-02,2716.17
2022-02-03,2650.13
2022-02-04,2829.52
2022-02-05,3010.46
2022-02-06,3013.35
2022-02-07,3092.73
2022-02-08,3128.93
2022-02-09,3163.16
2022-02-10,3170.85
2022-02-11,3008.08
2022-02-12,2925.13
2022-02-13,2896.59
2022-02-14,2899.11
2022-02-15,3051.69
2022-02-16,3118.39
2022-02-17,3008.23
2022-02-18,2849.48
2022-02-19,2766.86
2022-02-20,2674.85
2022-02-21,2660.36
2022-02-22,2579.8
2022-02-23,2664.39
2022-02-24,2498.98
2022-02-25,2700.59
2022-02-26,2797.22
2022-02-27,2706.37
2022-02-28,2757.78
2022-03-01,2949.3
2022-03-02,2973.41
2022-03-03,2881.0
2022-03-04,2711.46
2022-03-05,2638.05
2022-03-06,2614.34
2022-03-07,2547.77
2022-03-08,2553.96
2022-03-09,2667.73
2022-03-10,2647.65
2022-03-11,2599.62
2022-03-12,2582.78
2022-03-13,2549.22
2022-03-14,2554.67
2022-03-15,2589.05
2022-03-16,2696.04
2022-03-17,2788.86
2022-03-18,2874.24
2022-03-19,2945.39
2022-03-20,2891.54
2022-03-21,2896.4
2022-03-22,2966.46
2022-03-23,2985.03
2022-03-24,3065.36
2022-03-25,3135.72
2022-03-26,3119.33
2022-03-27,3210.79
2022-03-28,3351.52
2022-03-29,3402.6
2022-03-30,3392.26
2022-03-31,3354.03
2022-04-01,3345.72
2022-04-02,3481.64
2022-04-03,3497.61
2022-04-04,3478.57
2022-04-05,3478.63
2022-04-06,3291.44
2022-04-07,3209.53
2022-04-08,3240.37
2022-04-09,3224.72
2022-04-10,3257.44
2022-04-11,3088.61
2022-04-12,3017.66
2022-04-13,3065.03
2022-04-14,3064.18
2022-04-15,3022.71
2022-04-16,3045.65
2022-04-17,3032.41
2022-04-18,2978.22
2022-04-19,3080.31
2022-04-20,3101.59
2022-04-21,3067.93
2022-04-22,2983.61
2022-04-23,2951.03
2022-04-24,2942.01
2022-04-25,2911.46
2022-04-26,2906.33
2022-04-27,2857.08
2022-04-28,2917.48
2022-04-29,2862.94
2022-04-30,2782.12
2022-05-01,2783.39
2022-05-02,2829.83
2022-05-03,2810.66
2022-05-04,2867.98
2022-05-05,2826.94
2022-05-06,2700.09
2022-05-07,2648.09
2022-05-08,2568.63
2022-05-09,2383.16
2022-05-10,2328.76
2022-05-11,2229.97
2022-05-12,1959.38
2022-05-13,2040.84
2022-05-14,2010.0
2022-05-15,2077.68
2022-05-16,2067.32
2022-05-17,2064.52
2022-05-18,2009.49
2022-05-19,1967.7
2022-05-20,1990.74
2022-05-21,1964.83
2022-05-22,2006.62
2022-05-23,2022.36
2022-05-24,1956.11
2022-05-25,1979.15
2022-05-26,1860.69
2022-05-27,1767.96
2022-05-28,1741.29
2022-05-29,1792.36
2022-05-30,1904.83
2022-05-31,1968.92
2022-06-01,1870.61
2022-06-02,1817.49
2022-06-03,1793.28
2022-06-04,1780.92
2022-06-05,1801.5
2022-06-06,1860.01
2022-06-07,1796.16
2022-06-08,1800.45
2022-06-09,1803.58
2022-06-10,1730.52
2022-06-11,1593.18
2022-06-12,1487.94
2022-06-13,1315.34
2022-06-14,1173.59
2022-06-15,1131.16
2022-06-16,1152.46
2022-06-17,1086.67
2022-06-18,995.64
2022-06-19,1042.73
2022-06-20,1113.05
2022-06-21,1149.0
2022-06-22,1088.01
2022-06-23,1098.36
2022-06-24,1186.57
2022-06-25,1215.48
2022-06-26,1235.77
2022-06-27,1206.99
2022-06-28,1185.45
2022-06-29,1122.39
2022-06-30,1056.39
2022-07-01,1070.19
2022-07-02,1053.51
2022-07-03,1063.71
2022-07-04,1100.67
2022-07-05,1126.26
2022-07-06,1154.94
2022-07-07,1206.26
2022-07-08,1231.76
2022-07-09,1219.07
2022-07-10,1187.04
2022-07-11,1132.1
2022-07-12,1067.7
2022-07-13,1066.4
2022-07-14,1140.18
2022-07-15,1229.34
2022-07-16,1286.78
2022-07-17,1354.09
2022-07-18,1458.76
2022-07-19,1554.42
2022-07-20,1556.72
2022-07-21,1533.97
2022-07-22,1582.43
2022-07-23,1543.66
2022-07-24,1601.55
2022-07-25,1525.36
2022-07-26,1404.05
2022-07-27,1530.21
2022-07-28,1689.73
2022-07-29,1711.34
2022-07-30,1708.06
2022-07-31,1709.25
2022-08-01,1656.79
2022-08-02,1620.24
2022-08-03,1636.87
2022-08-04,1621.92
2022-08-05,1669.38
2022-08-06,1717.99
2022-08-07,1698.85
2022-08-08,1752.15
2022-08-09,1730.99
2022-08-10,1767.25
2022-08-11,1889.88
2022-08-12,1908.82
2022-08-13,1981.18
2022-08-14,1970.9
2022-08-15,1944.53
2022-08-16,1886.51
2022-08-17,1887.6
2022-08-18,1851.67
2022-08-19,1729.22
2022-08-20,1593.26
2022-08-21,1604.99
2022-08-22,1578.9
2022-08-23,1618.05
2022-08-24,1648.33
2022-08-25,1687.52
2022-08-26,1598.67
2022-08-27,1485.72
2022-08-28,1468.17
2022-08-29,1492.02
2022-08-30,1540.65
2022-08-31,1568.32
2022-09-01,1556.64
2022-09-02,1597.53
2022-09-03,1560.56
2022-09-04,1560.85
2022-09-05,1590.72
2022-09-06,1621.17
2022-09-07,1575.53
2022-09-08,1629.06
2022-09-09,1684.32
2022-09-10,1747.4
2022-09-11,1756.45
2022-09-12,1738.23
2022-09-13,1654.91
2022-09-14,1603.09
2022-09-15,1557.54
2022-09-16,1448.07
2022-09-17,1444.05
2022-09-18,1400.6
2022-09-19,1337.85
2022-09-20,1350.58
2022-09-21,1306.95
2022-09-22,1288.56
2022-09-23,1311.74
2022-09-24,1329.45
2022-09-25,1304.5
2022-09-26,1308.79
2022-09-27,1352.94
2022-09-28,1309.92
2022-09-29,1320.65
2022-09-30,1344.56
2022-10-01,1319.31
2022-10-02,1295.83
2022-10-03,1298.85
2022-10-04,1342.52
2022-10-05,1341.65
2022-10-06,1364.93
2022-10-07,1340.54
2022-10-08,1321.51
2022-10-09,1318.51
2022-10-10,1313.5
2022-10-11,1284.51
2022-10-12,1290.3
2022-10-13,1253.42
2022-10-14,1312.56
2022-10-15,1284.61
2022-10-16,1293.82
2022-10-17,1316.55
2022-10-18,1315.37
2022-10-19,1298.2
2022-10-20,1291.59
2022-10-21,1282.87
2022-10-22,1306.52
2022-10-23,1335.33
2022-10-24,1348.14
2022-10-25,1423.48
2022-10-26,1522.53
2022-10-27,1542.61
2022-10-28,1531.25
2022-10-29,1601.18
2022-10-30,1608.26
2022-10-31,1593.19
2022-11-01,1587.35
2022-11-02,1560.33
2022-11-03,1536.93
2022-11-04,1595.3
2022-11-05,1643.23
2022-11-06,1603.18
2022-11-07,1577.45
2022-11-08,1417.12
2022-11-09,1209.51
2022-11-10,1217.46
2022-11-11,1256.81
2022-11-12,1265.15
2022-11-13,1240.12
2022-11-14,1231.32
2022-11-15,1260.94
2022-11-16,1228.74
2022-11-17,1207.06
2022-11-18,1213.77
2022-11-19,1214.16
2022-11-20,1181.01
2022-11-21,1113.63
2022-11-22,1108.79
2022-11-23,1157.51
2022-11-24,1196.0
2022-11-25,1189.31
2022-11-26,1212.57
2022-11-27,1207.69
2022-11-28,1177.4
2022-11-29,1192.82
2022-11-30,1258.77
2022-12-01,1281.85
2022-12-02,1281.77
2022-12-03,1270.64
2022-12-04,1262.2
2022-12-05,1277.35
2022-12-06,1259.78
2022-12-07,1248.57
2022-12-08,1256.29
2022-12-09,1275.44
2022-12-10,1270.82
2022-12-11,1271.22
2022-12-12,1259.54
2022-12-13,1299.96
2022-12-14,1326.0
2022-12-15,1286.88
2022-12-16,1220.17
2022-12-17,1177.23
2022-12-18,1185.2
2022-12-19,1176.65
2022-12-20,1194.85
2022-12-21,1212.32
2022-12-22,1204.56
2022-12-23,1221.5
2022-12-24,1220.63
2022-12-25,1213.62
2022-12-26,1220.66
2022-12-27,1218.16
2022-12-28,1199.42
2022-12-29,1196.25
2022-12-30,1194.75
2022-12-31,1199.65
2023-01-01,1198.18
2023-01-02,1207.54
2023-01-03,1213.29
2023-01-04,1238.99
2023-01-05,1251.87
2023-01-06,1257.08
2023-01-07,1266.43
2023-01-08,1273.79
2023-01-09,1314.41
2023-01-10,1330.64
2023-01-11,1355.76
2023-01-12,1405.35
2023-01-13,1432.85
2023-01-14,1507.36
2023-01-15,1538.92
2023-01-16,1561.81
2023-01-17,1573.67
2023-01-18,1555.76
2023-01-19,1536.18
2023-01-20,1602.4
2023-01-21,1650.5
2023-01-22,1635.05
2023-01-23,1624.56
2023-01-24,1595.56
2023-01-25,1581.52
2023-01-26,1606.4
2023-01-27,1591.12
2023-01-28,1585.05
2023-01-29,1611.35
2023-01-30,1596.66
2023-01-31,1581.16
2023-02-01,1605.79
2023-02-02,1672.89
2023-02-03,1652.46
2023-02-04,1669.14
2023-02-05,1644.08
2023-02-06,1632.52
2023-02-07,1644.33
2023-02-08,1661.9
2023-02-09,1596.21
2023-02-10,1529.08
2023-02-11,1525.74
2023-02-12,1523.51
2023-02-13,1497.38
2023-02-14,1529.61
2023-02-15,1609.99
2023-02-16,1685.47
2023-02-17,1676.48
2023-02-18,1694.49
2023-02-19,1696.43
2023-02-20,1687.89
2023-02-21,1678.34
2023-02-22,1634.4
2023-02-23,1653.58
2023-02-24,1622.12
2023-02-25,1588.25
2023-02-26,1617.83
2023-02-27,1638.98
2023-02-28,1623.43
2023-03-01,1632.49
2023-03-02,1647.33
2023-03-03,1600.46
2023-03-04,1563.69
2023-03-05,1572.08
2023-03-06,1568.41
2023-03-07,1561.14
2023-03-08,1551.13
2023-03-09,1483.69
2023-03-10,1408.64
2023-03-11,1456.43
2023-03-12,1534.38
2023-03-13,1635.99
2023-03-14,1722.91
2023-03-15,1668.85
2023-03-16,1666.2
2023-03-17,1733.24
2023-03-18,1795.81
2023-03-19,1803.4
2023-03-20,1767.91
2023-03-21,1780.65
2023-03-22,1769.61
2023-03-23,1793.21
2023-03-24,1775.14
2023-03-25,1739.66
2023-03-26,1769.53
2023-03-27,1735.95
2023-03-28,1746.84
2023-03-29,1799.25
2023-03-30,1796.76
2023-03-31,1813.91
2023-04-01,1825.65
2023-04-02,1799.6
2023-04-03,1802.34
2023-04-04,1844.78
2023-04-05,1901.72
2023-04-06,1883.18
2023-04-07,1864.15
2023-04-08,1863.99
2023-04-09,1850.88
2023-04-10,1882.73
2023-04-11,1911.63
2023-04-12,1894.96
2023-04-13,1962.01
2023-04-14,2068.91
2023-04-15,2093.79
2023-04-16,2107.14
2023-04-17,2091.58
2023-04-18,2089.59
2023-04-19,2016.72
2023-04-20,1948.85
2023-04-21,1891.72
2023-04-22,1866.32
2023-04-23,1860.61
2023-04-24,1849.99
2023-04-25,1841.4
2023-04-26,1877.52
2023-04-27,1900.05
2023-04-28,1899.75
2023-04-29,1902.48
2023-04-30,1907.67
2023-05-01,1847.7
2023-05-02,1852.04
2023-05-03,1880.69
2023-05-04,1892.25
2023-05-05,1937.68
2023-05-06,1944.08
2023-05-07,1903.54
2023-05-08,1852.31
2023-05-09,1846.79
2023-05-10,1841.23
2023-05-11,1808.31
2023-05-12,1777.41
2023-05-13,1802.27
2023-05-14,1808.36
2023-05-15,1816.62
2023-05-16,1814.1
2023-05-17,1811.11
2023-05-18,1802.82
2023-05-19,1811.81
2023-05-20,1818.53
2023-05-21,1813.93
2023-05-22,1809.96
2023-05-23,1842.82
2023-05-24,1817.61
2023-05-25,1789.68
2023-05-26,1818.14
2023-05-27,1826.84
2023-05-28,1870.6
2023-05-29,1902.75
2023-05-30,1900.25
2023-05-31,1879.57
2023-06-01,1866.97
2023-06-02,1881.12
2023-06-03,1897.15
2023-06-04,1898.93
2023-06-05,1835.43
2023-06-06,1848.81
2023-06-07,1858.06
2023-06-08,1845.65
2023-06-09,1841.68
2023-06-10,1783.11
2023-06-11,1758.98
2023-06-12,1740.28
2023-06-13,1744.85
2023-06-14,1693.18
2023-06-15,1650.27
2023-06-16,1690.23
2023-06-17,1740.46
2023-06-18,1732.31
2023-06-19,1725.47
2023-06-20,1754.33
2023-06-21,1843.58
2023-06-22,1899.97
2023-06-23,1898.86
2023-06-24,1886.52
2023-06-25,1899.96
2023-06-26,1872.79
2023-06-27,1884.07
2023-06-28,1856.16
2023-06-29,1852.29
2023-06-30,1888.28
2023-07-01,1926.78
2023-07-02,1927.03
2023-07-03,1954.73
2023-07-04,1949.49
2023-07-05,1919.78
2023-07-06,1901.93
2023-07-07,1854.49
2023-07-08,1858.57
2023-07-09,1868.21
2023-07-10,1877.12
2023-07-11,1876.3
2023-07-12,1883.43
2023-07-13,1938.19
2023-07-14,1963.78
2023-07-15,1937.1
2023-07-16,1929.66
2023-07-17,1905.65
2023-07-18,1897.59
2023-07-19,1901.17
2023-07-20,1899.5
2023-07-21,1895.34
2023-07-22,1876.09
2023-07-23,1882.03
2023-07-24,1863.31
2023-07-25,1856.65
2023-07-26,1868.21
2023-07-27,1870.46
2023-07-28,1869.25
2023-07-29,1877.93
2023-07-30,1867.94
2023-07-31,1863.77
2023-08-01,1845.48
2023-08-02,1849.93
2023-08-03,1840.88
2023-08-04,1832.66
2023-08-05,1830.64
2023-08-06,1830.62
2023-08-07,1823.62
2023-08-08,1849.14
2023-08-09,1857.61
2023-08-10,1854.38
2023-08-11,1847.32
2023-08-12,1849.0
2023-08-13,1847.36
2023-08-14,1844.32
2023-08-15,1830.94
2023-08-16,1814.16
2023-08-17,1679.71
2023-08-18,1671.53
2023-08-19,1673.65
2023-08-20,1677.62
2023-08-21,1668.52
2023-08-22,1632.51
2023-08-23,1663.09
2023-08-24,1662.06
2023-08-25,1653.97
2023-08-26,1649.25
2023-08-27,1652.58
2023-08-28,1643.39
2023-08-29,1691.11
2023-08-30,1713.86
2023-08-31,1677.43
2023-09-01,1628.28
2023-09-02,1636.0
2023-09-03,1635.87
2023-09-04,1630.59
2023-09-05,1628.04
2023-09-06,1634.04
2023-09-07,1640.26
2023-09-08,1637.47
2023-09-09,1633.27
2023-09-10,1619.74
2023-09-11,1575.87
2023-09-12,1584.3
2023-09-13,1598.63
2023-09-14,1624.13
2023-09-15,1632.68
2023-09-16,1641.28
2023-09-17,1626.15
2023-09-18,1639.49
2023-09-19,1643.97
2023-09-20,1630.02
2023-09-21,1599.26
2023-09-22,1590.32
2023-09-23,1593.17
2023-09-24,1588.5
2023-09-25,1580.43
2023-09-26,1589.13
2023-09-27,1608.64
2023-09-28,1631.66
2023-09-29,1667.97
2023-09-30,1679.55
2023-10-01,1710.34
2023-10-02,1694.82
2023-10-03,1657.43
2023-10-04,1643.34
2023-10-05,1632.11
2023-10-06,1635.49
2023-10-07,1639.67
2023-10-08,1629.69
2023-10-09,1594.23
2023-10-10,1573.39
2023-10-11,1563.6
2023-10-12,1545.06
2023-10-13,1554.84
2023-10-14,1553.03
2023-10-15,1558.16
2023-10-16,1592.07
2023-10-17,1577.85
2023-10-18,1570.73
2023-10-19,1558.66
2023-10-20,1595.46
2023-10-21,1617.34
2023-10-22,1645.83
2023-10-23,1728.76
2023-10-24,1805.69
2023-10-25,1788.32
2023-10-26,1814.55
2023-10-27,1777.79
2023-10-28,1787.02
2023-10-29,1788.27
2023-10-30,1804.31
2023-10-31,1802.27
2023-11-01,1822.36
2023-11-02,1832.0
2023-11-03,1807.35
2023-11-04,1846.5
2023-11-05,1880.11
2023-11-06,1893.28
2023-11-07,1880.18
2023-11-08,1889.55
2023-11-09,2007.54
2023-11-10,2101.41
2023-11-11,2062.31
2023-11-12,2042.52
2023-11-13,2073.98
2023-11-14,2002.17
2023-11-15,2015.38
2023-11-16,2014.62
2023-11-17,1950.25
2023-11-18,1946.26
2023-11-19,1980.27
2023-11-20,2031.23
2023-11-21,1986.05
2023-11-22,2011.34
2023-11-23,2064.75
2023-11-24,2096.74
2023-11-25,2079.63
2023-11-26,2066.35
2023-11-27,2029.36
2023-11-28,2035.88
2023-11-29,2046.38
2023-11-30,2038.45
2023-12-01,2077.94
2023-12-02,2135.11
2023-12-03,2182.45
2023-12-04,2233.04
2023-12-05,2248.87
2023-12-06,2267.9
2023-12-07,2302.89
2023-12-08,2364.22
2023-12-09,2366.71
2023-12-10,2350.08
2023-12-11,2257.64
2023-12-12,2204.66
2023-12-13,2216.93
2023-12-14,2285.48
2023-12-15,2265.58
2023-12-16,2237.18
2023-12-17,2220.06
2023-12-18,2171.07
2023-12-19,2196.54
2023-12-20,2212.27
2023-12-21,2231.49
2023-12-22,2287.74
2023-12-23,2301.25
2023-12-24,2287.84
2023-12-25,2279.06
2023-12-26,2227.39
2023-12-27,2303.87
2023-12-28,2391.86
2023-12-29,2324.49
2023-12-30,2296.02
2023-12-31,2289.95
2024-01-01,2309.67
2024-01-02,2390.05
2024-01-03,2249.52
2024-01-04,2249.74
2024-01-05,2243.15
2024-01-06,2245.57
2024-01-07,2234.35
2024-01-08,2265.4
2024-01-09,2306.43
2024-01-10,2484.46
2024-01-11,2627.89
2024-01-12,2585.67
2024-01-13,2543.84
2024-01-14,2524.38
2024-01-15,2510.79
2024-01-16,2556.79
2024-01-17,2550.58
2024-01-18,2486.2
2024-01-19,2458.01
2024-01-20,2472.97
2024-01-21,2466.07
2024-01-22,2383.47
2024-01-23,2257.66
2024-01-24,2229.52
2024-01-25,2207.03
2024-01-26,2238.26
2024-01-27,2267.46
2024-01-28,2274.79
2024-01-29,2278.87
2024-01-30,2343.58
2024-01-31,2307.03
2024-02-01,2276.71
2024-02-02,2302.64
2024-02-03,2310.44
2024-02-04,2290.66
2024-02-05,2302.37
2024-02-06,2343.31
2024-02-07,2398.17
2024-02-08,2437.15
2024-02-09,2471.04
2024-02-10,2496.29
2024-02-11,2516.45
2024-02-12,2568.83
2024-02-13,2642.81
2024-02-14,2703.96
2024-02-15,2814.93
2024-02-16,2809.39
2024-02-17,2764.76
2024-02-18,2830.38
2024-02-19,2921.82
2024-02-20,2955.71
2024-02-21,2946.3
2024-02-22,2968.89
