Date,Price
2024-02-23,2948.96
2024-02-24,2955.45
2024-02-25,3050.91
2024-02-26,3117.66
2024-02-27,3227.89
2024-02-28,3343.51
2024-02-29,3411.44
2024-03-01,3397.24
2024-03-02,3429.32
2024-03-03,3431.69
2024-03-04,3543.74
2024-03-05,3526.14
2024-03-06,3702.12
2024-03-07,3839.14
2024-03-08,3913.59
2024-03-09,3915.53
2024-03-10,3884.64
2024-03-11,3916.09
2024-03-12,3962.09
2024-03-13,4009.82
2024-03-14,3866.45
2024-03-15,3750.28
2024-03-16,3624.49
2024-03-17,3545.22
2024-03-18,3549.29
2024-03-19,3347.93
2024-03-20,3297.24
2024-03-21,3499.56
2024-03-22,3398.43
2024-03-23,3353.44
2024-03-24,3385.81
2024-03-25,3539.45
2024-03-26,3612.11
2024-03-27,3562.39
2024-03-28,3537.52
2024-03-29,3529.71
2024-03-30,3527.99
2024-03-31,3581.23
2024-04-01,3533.41
2024-04-02,3361.47
2024-04-03,3286.88
2024-04-04,3348.26
2024-04-05,3279.96
2024-04-06,3353.29
2024-04-07,3402.31
2024-04-08,3568.56
2024-04-09,3590.02
2024-04-10,3488.35
2024-04-11,3546.68
2024-04-12,3328.01
2024-04-13,3081.03
2024-04-14,3044.54
2024-04-15,3152.05
2024-04-16,3062.46
2024-04-17,3021.11
2024-04-18,3025.48
2024-04-19,2997.96
2024-04-20,3096.23
2024-04-21,3158.53
2024-04-22,3184.01
2024-04-23,3209.5
2024-04-24,3199.45
2024-04-25,3132.89
2024-04-26,3134.65
2024-04-27,3175.4
2024-04-28,3300.16
2024-04-29,3200.83
2024-04-30,3083.8
2024-05-01,2918.05
2024-05-02,2954.69
2024-05-03,3043.67
2024-05-04,3131.9
2024-05-05,3122.82
2024-05-06,3134.2
2024-05-07,3066.05
2024-05-08,2987.83
2024-05-09,3004.59
2024-05-10,2966.87
2024-05-11,2915.13
2024-05-12,2927.62
2024-05-13,2930.0
2024-05-14,2911.55
2024-05-15,2953.17
2024-05-16,2983.45
2024-05-17,3027.21
2024-05-18,3117.25
2024-05-19,3096.95
2024-05-20,3370.55
2024-05-21,3732.73
2024-05-22,3733.01
2024-05-23,3748.1
2024-05-24,3728.56
2024-05-25,3743.27
2024-05-26,3805.75
2024-05-27,3897.74
2024-05-28,3848.05
2024-05-29,3811.34
2024-05-30,3762.95
2024-05-31,3783.85
2024-06-01,3789.57
2024-06-02,3793.66
2024-06-03,3803.76
2024-06-04,3784.75
2024-06-05,3833.07
2024-06-06,3819.91
2024-06-07,3726.87
2024-06-08,3688.57
2024-06-09,3693.75
2024-06-10,3677.02
