Start Date,First Sold Date,Last Sold Date,Total ETH Sold,Total Retrieved USD,Initial Investment,ROI,Hold Value at End,ROI Hold
2022-02-06,2022-02-13,2022-05-15,14,39702.869999999995,42186.9,-5.888154853757934,29087.519999999997,-31.050823833938985
2022-02-07,2022-02-14,2022-05-16,14,39404.780000000006,43298.22,-8.99214794511182,28942.480000000003,-33.15549692343011
2022-02-08,2022-02-15,2022-05-17,14,39779.729999999996,43805.02,-9.189106636636625,28903.28,-34.01833853745529
2022-02-09,2022-02-16,2022-05-18,14,39919.83,44284.24,-9.855447445863351,28132.86,-36.4720722315659
2022-02-10,2022-02-17,2022-05-19,14,39257.24999999999,44391.9,-11.56663715677862,27547.8,-37.94408439377454
2022-02-11,2022-02-18,2022-05-20,14,39058.12999999999,42113.119999999995,-7.254247607396473,27870.36,-33.82024414244301
2022-02-12,2022-02-19,2022-05-21,14,38957.71000000001,40951.82,-4.86940507161829,27507.62,-32.82931015031811
2022-02-13,2022-02-20,2022-05-22,14,38812.9,40552.26,-4.289181416769375,28092.68,-30.7247487562962
2022-02-14,2022-02-21,2022-05-23,14,38528.030000000006,40587.54,-5.0742419964353465,28313.039999999997,-30.242039798420905
2022-02-15,2022-02-22,2022-05-24,14,38684.149999999994,42723.66,-9.45497178846571,27385.539999999997,-35.90076318367856
2022-02-16,2022-02-23,2022-05-25,14,38780.59,43657.46,-11.170759819742154,27708.100000000002,-36.53295450536975
2022-02-17,2022-02-24,2022-05-26,14,38109.71,42115.22,-9.5108371747791,26049.66,-38.146684262838946
2022-02-18,2022-02-25,2022-05-27,14,37976.60999999999,39892.72,-4.803157067254396,24751.440000000002,-37.95499529738759
2022-02-19,2022-02-26,2022-05-28,14,37932.14000000001,38736.04,-2.075328298917479,24378.059999999998,-37.06620501217988
2022-02-20,2022-02-27,2022-05-29,14,37930.41,37447.9,1.288483466362605,25093.039999999997,-32.99213039983552
2022-02-21,2022-02-28,2022-05-30,14,37772.50000000001,37245.04,1.416188571686341,26667.62,-28.39953991189163
2022-02-22,2022-03-01,2022-05-31,14,38073.27,36117.200000000004,5.415896027377516,27564.88,-23.679354988758824
2022-02-23,2022-03-02,2022-06-01,14,37986.810000000005,37301.46,1.8373275469646653,26188.539999999997,-29.79218507801036
2022-02-24,2022-03-03,2022-06-02,14,37428.22,34985.72,6.981419847869359,25444.86,-27.27072645639421
2022-02-25,2022-03-04,2022-06-03,14,37069.299999999996,37808.26,-1.9544935418874243,25105.92,-33.59673256584673
2022-02-26,2022-03-05,2022-06-04,14,36915.84,39161.079999999994,-5.733345454211166,24932.88,-36.33250155511543
2022-02-27,2022-03-06,2022-06-05,14,37025.54,37889.18,-2.279384246373237,25221.0,-33.4348222896352
2022-02-28,2022-03-07,2022-06-06,14,36874.73,38608.920000000006,-4.49168223301766,26040.14,-32.55408335690303
2022-03-01,2022-03-08,2022-06-07,14,36920.13,41290.200000000004,-10.583794701890536,25146.24,-39.098769199471064
2022-03-02,2022-03-09,2022-06-08,14,36813.850000000006,41627.74,-11.564139681856359,25206.3,-39.44831018931126
2022-03-03,2022-03-10,2022-06-09,14,36350.8,40334.0,-9.875539247285161,25250.12,-37.39743144741409
2022-03-04,2022-03-11,2022-06-10,14,36088.35999999999,37960.44,-4.931660433862223,24227.28,-36.177557478258954
2022-03-05,2022-03-12,2022-06-11,14,35870.969999999994,36932.700000000004,-2.8747695131956514,22304.52,-39.607664752373914
2022-03-06,2022-03-13,2022-06-12,14,35899.14000000001,36600.76,-1.9169547299017704,20831.16,-43.085444127389714
2022-03-07,2022-03-14,2022-06-13,14,35642.299999999996,35668.78,-0.07423859184419315,18414.76,-48.37289080254497
2022-03-08,2022-03-15,2022-06-14,14,35539.76,35755.44,-0.6032089103084741,16430.26,-54.04822315149808
2022-03-09,2022-03-16,2022-06-15,14,35277.280000000006,37348.22,-5.5449496656065405,15836.240000000002,-57.598407634955564
2022-03-10,2022-03-17,2022-06-16,14,34855.61,37067.1,-5.9661802514898605,16134.44,-56.47234339886313
2022-03-11,2022-03-18,2022-06-17,14,34575.409999999996,36394.68,-4.998725088392051,15213.380000000001,-58.19889060708873
2022-03-12,2022-03-19,2022-06-18,14,34283.829999999994,36158.920000000006,-5.1856913868003,13938.96,-61.45083979278143
2022-03-13,2022-03-20,2022-06-19,14,34392.65000000001,35689.079999999994,-3.6325677209947296,14598.220000000001,-59.096115674598494
2022-03-14,2022-03-21,2022-06-20,14,34200.68,35765.380000000005,-4.374901091502465,15582.699999999999,-56.43077188051687
2022-03-15,2022-03-22,2022-06-21,14,34099.71,36246.700000000004,-5.923270256326797,16086.0,-55.62078754755606
2022-03-16,2022-03-23,2022-06-22,14,33669.25000000001,37744.56,-10.79707910226001,15232.14,-59.64414474562692
2022-03-17,2022-03-24,2022-06-23,14,33165.11,39044.04,-15.057176460222868,15377.039999999999,-60.61616574514318
2022-03-18,2022-03-25,2022-06-24,14,32887.74,40239.36,-18.269723971753034,16611.98,-58.71708695168114
2022-03-19,2022-03-26,2022-06-25,14,32553.919999999995,41235.46,-21.053578643235713,17016.72,-58.732799391591605
2022-03-20,2022-03-27,2022-06-26,14,32736.88,40481.56,-19.13137734810614,17300.78,-57.26256596830754
2022-03-21,2022-03-28,2022-06-27,14,32511.269999999997,40549.6,-19.82345078619765,16897.86,-58.32792431984532
2022-03-22,2022-03-29,2022-06-28,14,32318.7,41530.44,-22.1806944496615,16596.3,-60.03822738213225
2022-03-23,2022-03-30,2022-06-29,14,31806.610000000004,41790.420000000006,-23.890188229742606,15713.460000000001,-62.399372870624426
2022-03-24,2022-03-31,2022-06-30,14,31156.14,42915.04,-27.400417196395487,14789.460000000001,-65.53781611295247
2022-03-25,2022-04-01,2022-07-01,14,30822.210000000003,43900.079999999994,-29.790082387093587,14982.66,-65.87099613485897
2022-03-26,2022-04-02,2022-07-02,14,30488.1,43670.619999999995,-30.18624420720383,14749.14,-66.22640118230517
2022-03-27,2022-04-03,2022-07-03,14,30589.799999999996,44951.06,-31.948657050579016,14891.94,-66.8707701219949
2022-03-28,2022-04-04,2022-07-04,14,30260.42,46921.28,-35.508110605678276,15409.380000000001,-67.15908005919702
2022-03-29,2022-04-05,2022-07-05,14,30042.36,47636.4,-36.93402524120211,15767.64,-66.90001763357432
2022-03-30,2022-04-06,2022-07-06,14,29569.29,47491.64,-37.73790502917987,16169.16,-65.95367100399145
2022-03-31,2022-04-07,2022-07-07,14,29008.37,46956.420000000006,-38.222781890101516,16887.64,-64.03550355840586
2022-04-01,2022-04-08,2022-07-08,14,28708.25,46840.079999999994,-38.710074790649365,17244.64,-63.18400822543428
2022-04-02,2022-04-09,2022-07-09,14,28225.53,48742.96,-42.09311457490477,17066.98,-64.9857538401443
2022-04-03,2022-04-10,2022-07-10,14,28279.23,48966.54,-42.247849245627734,16618.559999999998,-66.06139621055522
2022-04-04,2022-04-11,2022-07-11,14,27913.949999999997,48699.98,-42.681803976100205,15849.399999999998,-67.45501743532543
2022-04-05,2022-04-12,2022-07-12,14,27631.429999999997,48700.82,-43.262906045524495,14947.800000000001,-69.30688230711515
2022-04-06,2022-04-13,2022-07-13,14,27344.25,46080.16,-40.659385731299544,14929.600000000002,-67.60080694164256
2022-04-07,2022-04-14,2022-07-14,14,26939.02,44933.420000000006,-40.04680703138111,15962.52,-64.47517237726397
2022-04-08,2022-04-15,2022-07-15,14,26697.219999999998,45365.18,-41.15041536261953,17210.76,-62.06173986304033
2022-04-09,2022-04-16,2022-07-16,14,26287.589999999997,45146.079999999994,-41.77215386142053,18014.92,-60.096380460939244
2022-04-10,2022-04-17,2022-07-17,14,26375.879999999997,45604.16,-42.16343421301917,18957.26,-58.430853676506715
2022-04-11,2022-04-18,2022-07-18,14,26284.099999999995,43240.54,-39.21421887885768,20422.64,-52.76969251540338
2022-04-12,2022-04-19,2022-07-19,14,26168.190000000002,42247.24,-38.059409324727476,21761.88,-48.48922675185408
2022-04-13,2022-04-20,2022-07-20,14,25835.94,42910.420000000006,-39.790987829995615,21794.08,-49.210285054306155
2022-04-14,2022-04-21,2022-07-21,14,25408.81,42898.52,-40.769961294702,21475.58,-49.93864590200314
2022-04-15,2022-04-22,2022-07-22,14,25256.94,42317.94,-40.31623467493929,22154.02,-47.64863318015953
2022-04-16,2022-04-23,2022-07-23,14,24785.599999999995,42639.1,-41.87119334132288,21611.24,-49.31590957595258
2022-04-17,2022-04-24,2022-07-24,14,24945.019999999997,42453.74,-41.241878807379514,22421.7,-47.18557187187748
2022-04-18,2022-04-25,2022-07-25,14,24831.24,41695.079999999994,-40.44563531236778,21355.039999999997,-48.78283001255784
2022-04-19,2022-04-26,2022-07-26,14,24491.929999999997,43124.34,-43.20624964926999,19656.7,-54.418548782427735
2022-04-20,2022-04-27,2022-07-27,14,24264.559999999998,43422.26,-44.119536845848195,21422.940000000002,-50.66369184837454
2022-04-21,2022-04-28,2022-07-28,14,24030.61,42951.02,-44.05113079968764,23656.22,-44.922798108170646
2022-04-22,2022-04-29,2022-07-29,14,23984.67,41770.54,-42.57993791796803,23958.76,-42.64196728124655
2022-04-23,2022-04-30,2022-07-30,14,23542.63,41314.420000000006,-43.01594939490861,23912.84,-42.11987001148752
2022-04-24,2022-05-01,2022-07-31,14,23712.26,41188.14,-42.42939836564604,23929.5,-41.90196498312378
2022-04-25,2022-05-02,2022-08-01,14,23576.569999999996,40760.44,-42.15820535794021,23195.059999999998,-43.09418642193265
2022-04-26,2022-05-03,2022-08-02,14,23205.840000000004,40688.619999999995,-42.96724735319113,22683.36,-44.251341038354205
2022-04-27,2022-05-04,2022-08-03,14,23044.350000000002,39999.119999999995,-42.38785753286571,22916.18,-42.70828958237081
2022-04-28,2022-05-05,2022-08-04,14,22735.049999999996,40844.72,-44.33784831919525,22706.88,-44.40681684193208
2022-04-29,2022-05-06,2022-08-05,14,22791.110000000004,40081.16,-43.137598812010424,23371.32,-41.690010967746446
2022-04-30,2022-05-07,2022-08-06,14,22478.5,38949.68,-42.28835769639186,24051.86,-38.24888933618967
2022-05-01,2022-05-08,2022-08-07,14,22627.719999999998,38967.46,-41.93175536717046,23783.899999999998,-38.96471568842311
2022-05-02,2022-05-09,2022-08-08,14,22498.89,39617.619999999995,-43.209889942909236,24530.100000000002,-38.082853033574445
2022-05-03,2022-05-10,2022-08-09,14,22126.170000000006,39349.24,-43.76976531185861,24233.86,-38.41339756498473
2022-05-04,2022-05-11,2022-08-10,14,21943.62,40151.72,-45.34824411009043,24741.5,-38.37997475575144
2022-05-05,2022-05-12,2022-08-11,14,21797.99,39577.16,-44.922803960668226,26458.32,-33.14750224624506
2022-05-06,2022-05-13,2022-08-12,14,21999.84,37801.26,-41.80130503586389,26723.48,-29.30531945231456
2022-05-07,2022-05-14,2022-08-13,14,21811.590000000004,37073.26,-41.16624758653541,27736.52,-25.184566989792646
2022-05-08,2022-05-15,2022-08-14,14,22029.99,35960.82,-38.738910847972875,27592.600000000002,-23.270381487407676
2022-05-09,2022-05-16,2022-08-15,14,22060.260000000002,33364.24,-33.88052597631475,27223.42,-18.405394518202723
2022-05-10,2022-05-17,2022-08-16,14,21683.920000000002,32602.640000000003,-33.490294037538064,26411.14,-18.9907933836033
2022-05-11,2022-05-18,2022-08-17,14,21601.249999999996,31219.579999999998,-30.808646368721178,26426.399999999998,-15.353121342439586
2022-05-12,2022-05-19,2022-08-18,14,21690.28,27431.32,-20.928777762061763,25923.38,-5.49714705672202
2022-05-13,2022-05-20,2022-08-19,14,21688.22,28571.76,-24.092110531517825,24209.08,-15.269202877246613
2022-05-14,2022-05-21,2022-08-20,14,21394.85,28140.0,-23.969971570717842,22305.64,-20.733333333333334
2022-05-15,2022-05-22,2022-08-21,14,21557.300000000003,29087.519999999997,-25.888147219151016,22469.86,-22.75085672480843
2022-05-16,2022-05-23,2022-08-22,14,21571.840000000004,28942.480000000003,-25.46651150834344,22104.600000000002,-23.625757018748914
2022-05-17,2022-05-24,2022-08-23,14,21237.449999999997,28903.28,-26.522353172373524,22652.7,-21.6258500765311
2022-05-18,2022-05-25,2022-08-24,14,21240.089999999997,28132.86,-24.50077951548475,23076.62,-17.972719446227657
2022-05-19,2022-05-26,2022-08-25,14,21410.100000000002,27547.8,-22.28018208350575,23625.28,-14.238959190933578
2022-05-20,2022-05-27,2022-08-26,14,21296.15,27870.36,-23.58853635188063,22381.38,-19.694686398022842
2022-05-21,2022-05-28,2022-08-27,14,20915.739999999998,27507.62,-23.963832567121408,20800.08,-24.384297878187926
2022-05-22,2022-05-29,2022-08-28,14,21018.85,28092.68,-25.180331673588995,20554.38,-26.833680517487114
2022-05-23,2022-05-30,2022-08-29,14,21041.500000000004,28313.039999999997,-25.68265364651763,20888.28,-26.22381771791372
2022-05-24,2022-05-31,2022-08-30,14,20821.989999999998,27385.539999999997,-23.96721043295111,21569.100000000002,-21.239091871111526
2022-05-25,2022-06-01,2022-08-31,14,20829.259999999995,27708.100000000002,-24.82609778368061,21956.48,-20.757901119167325
2022-05-26,2022-06-02,2022-09-01,14,21106.05,26049.66,-18.977637328087972,21792.960000000003,-16.340712316398744
2022-05-27,2022-06-03,2022-09-02,14,21125.72,24751.440000000002,-14.648521459761538,22365.42,-9.639923980180562
2022-05-28,2022-06-04,2022-09-03,14,20735.010000000002,24378.059999999998,-14.943970110829147,21847.84,-10.37908676900458
2022-05-29,2022-06-05,2022-09-04,14,20787.339999999997,25093.039999999997,-17.158941284117034,21851.899999999998,-12.916489990850053
2022-05-30,2022-06-06,2022-09-05,14,20727.390000000003,26667.62,-22.275066166384537,22270.08,-16.49018547586923
2022-05-31,2022-06-07,2022-09-06,14,20474.239999999998,27564.88,-25.723456804455537,22696.38,-17.661966966661925
2022-06-01,2022-06-08,2022-09-07,14,20534.179999999997,26188.539999999997,-21.590970707034455,22057.42,-15.774533440963106
2022-06-02,2022-06-09,2022-09-08,14,20917.62,25444.86,-17.792355705631714,22806.84,-10.367594869847979
2022-06-03,2022-06-10,2022-09-09,14,21016.76,25105.92,-16.287632558376668,23580.48,-6.07601713062098
2022-06-04,2022-06-11,2022-09-10,14,20701.49,24932.88,-16.97112407391364,24463.600000000002,-1.8821732587651279
2022-06-05,2022-06-12,2022-09-11,14,20742.289999999997,25221.0,-17.75786051306452,24590.3,-2.500693866222595
2022-06-06,2022-06-13,2022-09-12,14,20605.61,26040.14,-20.86981867224984,24335.22,-6.547276627545006
2022-06-07,2022-06-14,2022-09-13,14,20332.99,25146.24,-19.141032615611717,23168.74,-7.863998752895064
2022-06-08,2022-06-15,2022-09-14,14,20336.82,25206.3,-19.31850370740648,22443.26,-10.961704018439839
2022-06-09,2022-06-16,2022-09-15,14,20671.580000000005,25250.12,-18.132745507744097,21805.559999999998,-13.641756950065986
2022-06-10,2022-06-17,2022-09-16,14,20734.309999999998,24227.28,-14.417507867164622,20272.98,-16.321683655779765
2022-06-11,2022-06-18,2022-09-17,14,20552.36,22304.52,-7.855627469230451,20216.7,-9.360524234549766
2022-06-12,2022-06-19,2022-09-18,14,20654.949999999997,20831.16,-0.8458962438961765,19608.399999999998,-5.869860343831078
2022-06-13,2022-06-20,2022-09-19,14,20628.12,18414.76,12.01948871448773,18729.899999999998,1.7113445953137563
2022-06-14,2022-06-21,2022-09-20,14,20509.979999999996,16430.26,24.83052611462021,18908.12,15.081076014621805
2022-06-15,2022-06-22,2022-09-21,14,20512.61,15836.240000000002,29.529547417821394,18297.3,15.540683899713553
2022-06-16,2022-06-23,2022-09-22,14,20807.680000000004,16134.44,28.964376823738558,18039.84,11.809520503965427
2022-06-17,2022-06-24,2022-09-23,14,20959.38,15213.380000000001,37.76938458120417,18364.36,20.711899656749516
2022-06-18,2022-06-25,2022-09-24,14,20886.17,13938.96,49.8402319828739,18612.3,33.52717849825238
2022-06-19,2022-06-26,2022-09-25,14,20916.719999999998,14598.220000000001,43.28267418904494,18263.0,25.104293537157258
2022-06-20,2022-06-27,2022-09-26,14,20823.86,15582.699999999999,33.6344792622588,18323.059999999998,17.585912582543457
2022-06-21,2022-06-28,2022-09-27,14,20713.920000000002,16086.0,28.769861991794123,18941.16,17.74934725848564
2022-06-22,2022-06-29,2022-09-28,14,20734.519999999997,15232.14,36.12348625997396,18338.88,20.395952243086015
2022-06-23,2022-06-30,2022-09-29,14,21029.970000000005,15377.039999999999,36.762146681025776,18489.100000000002,20.23835536618233
2022-06-24,2022-07-01,2022-09-30,14,21117.370000000003,16611.98,27.121330509668347,18823.84,13.314848681493721
2022-06-25,2022-07-02,2022-10-01,14,20990.0,17016.72,23.34927059973954,18470.34,8.542304274854372
2022-06-26,2022-07-03,2022-10-02,14,20976.78,17300.78,21.247596929155797,18141.62,4.86012769366468
2022-06-27,2022-07-04,2022-10-03,14,20915.719999999998,16897.86,23.777330383847403,18183.899999999998,7.610667859717131
2022-06-28,2022-07-05,2022-10-04,14,20870.989999999998,16596.3,25.75688557088025,18795.28,13.249820743177695
2022-06-29,2022-07-06,2022-10-05,14,20953.78,15713.460000000001,33.34924326023675,18783.100000000002,19.535099207940206
2022-06-30,2022-07-07,2022-10-06,14,21338.510000000002,14789.460000000001,44.281873712765716,19109.02,29.207016348129
2022-07-01,2022-07-08,2022-10-07,14,21387.720000000005,14982.66,42.74981879052188,18767.559999999998,25.26186938767881
2022-07-02,2022-07-09,2022-10-08,14,21258.0,14749.14,44.13043743567422,18501.14,25.43877134531234
2022-07-03,2022-07-10,2022-10-09,14,21231.579999999998,14891.94,42.57094777443367,18459.14,23.953897208825705
2022-07-04,2022-07-11,2022-10-10,14,21128.55,15409.380000000001,37.114861207913606,18389.0,19.336404190175067
2022-07-05,2022-07-12,2022-10-11,14,21029.239999999994,15767.64,33.36961016360086,17983.14,14.050929625486122
2022-07-06,2022-07-13,2022-10-12,14,21089.140000000003,16169.16,30.42817313948284,18064.2,11.72008935529119
2022-07-07,2022-07-14,2022-10-13,14,21385.670000000006,16887.64,26.635041959681793,17547.88,3.909604894467206
2022-07-08,2022-07-15,2022-10-14,14,21468.520000000004,17244.64,24.493871718980532,18375.84,6.559719425862186
2022-07-09,2022-07-16,2022-10-15,14,21323.539999999997,17066.98,24.940323361250776,17984.539999999997,5.376229420787964
2022-07-10,2022-07-17,2022-10-16,14,21338.359999999997,16618.559999999998,28.400775999845955,18113.48,8.9954845666532
2022-07-11,2022-07-18,2022-10-17,14,21312.999999999996,15849.399999999998,34.47196739308743,18431.7,16.29273032417633
2022-07-12,2022-07-19,2022-10-18,14,21276.909999999996,14947.800000000001,42.341414790136305,18415.18,23.196590802659916
2022-07-13,2022-07-20,2022-10-19,14,21320.940000000002,14929.600000000002,42.809854249276604,18174.8,21.73668417104274
2022-07-14,2022-07-21,2022-10-20,14,21537.079999999998,15962.52,34.92280667463532,18082.26,13.27948218702309
2022-07-15,2022-07-22,2022-10-21,14,21522.05,17210.76,25.04996874048561,17960.18,4.354369011014052
2022-07-16,2022-07-23,2022-10-22,14,21343.28,18014.92,18.475574690312257,18291.28,1.534061766580149
2022-07-17,2022-07-24,2022-10-23,14,21319.6,18957.26,12.461400012449058,18694.62,-1.3854322829354
2022-07-18,2022-07-25,2022-10-24,14,21202.379999999997,20422.64,3.8180176509990775,18873.960000000003,-7.583152814719335
2022-07-19,2022-07-26,2022-10-25,14,21145.969999999998,21761.88,-2.830224226950996,19928.72,-8.42372074471507
2022-07-20,2022-07-27,2022-10-26,14,21286.75,21794.08,-2.327833980603915,21315.42,-2.1962844956061622
2022-07-21,2022-07-28,2022-10-27,14,21545.719999999998,21475.58,0.3266035189736239,21596.539999999997,0.56324439200243
2022-07-22,2022-07-29,2022-10-28,14,21470.87,22154.02,-3.0836389964439928,21437.5,-3.2342662866603913
2022-07-23,2022-07-30,2022-10-29,14,21400.8,21611.24,-0.9737525472855899,22416.52,3.726209139318238
2022-07-24,2022-07-31,2022-10-30,14,21326.31,22421.7,-4.885401196162643,22515.64,0.41896912366144706
2022-07-25,2022-08-01,2022-10-31,14,21270.21,21355.039999999997,-0.39723643692541954,22304.66,4.4468191115540066
2022-07-26,2022-08-02,2022-11-01,14,21329.269999999997,19656.7,8.50890536051319,22222.899999999998,13.055090630675531
2022-07-27,2022-08-03,2022-11-02,14,21316.870000000003,21422.940000000002,-0.4951234517764588,21844.62,1.968357284294297
2022-07-28,2022-08-04,2022-11-03,14,21392.920000000002,23656.22,-9.567462595461148,21517.02,-9.042864836393981
2022-07-29,2022-08-05,2022-11-04,14,21354.829999999998,23958.76,-10.86838383956432,22334.2,-6.780651419355584
2022-07-30,2022-08-06,2022-11-05,14,21335.97,23912.84,-10.776093512941161,23005.22,-3.7955341147266446
2022-07-31,2022-08-07,2022-11-06,14,21220.24,23929.5,-11.321841241981648,22444.52,-6.205645751060405
2022-08-01,2022-08-08,2022-11-07,14,21190.87,23195.059999999998,-8.64058984973524,22084.3,-4.78877830020702
2022-08-02,2022-08-09,2022-11-08,14,21126.149999999998,22683.36,-6.864988255708162,19839.68,-12.536414358366663
2022-08-03,2022-08-10,2022-11-09,14,20889.51,22916.18,-8.843838720065918,16933.14,-26.10836535583156
2022-08-04,2022-08-11,2022-11-10,14,20988.46,22706.88,-7.567838470102462,17044.440000000002,-24.937111571470844
2022-08-05,2022-08-12,2022-11-11,14,20942.26,23371.32,-10.393336790562113,17595.34,-24.71396566389917
2022-08-06,2022-08-13,2022-11-12,14,20883.13,24051.86,-13.174573608860186,17712.100000000002,-26.35870988771762
2022-08-07,2022-08-14,2022-11-13,14,20761.51,23783.899999999998,-12.707714041851839,17361.68,-27.002383965623793
2022-08-08,2022-08-15,2022-11-14,14,20670.04,24530.100000000002,-15.736014121426333,17238.48,-29.72519476072255
2022-08-09,2022-08-16,2022-11-15,14,20656.1,24233.86,-14.76347556683088,17653.16,-27.154980675798246
2022-08-10,2022-08-17,2022-11-16,14,20351.0,24741.5,-17.745488349534185,17202.36,-30.471636723723293
2022-08-11,2022-08-18,2022-11-17,14,20305.64,26458.32,-23.254235340717024,16898.84,-36.1303363176498
2022-08-12,2022-08-19,2022-11-18,14,20247.21,26723.48,-24.234381150957887,16992.78,-36.412548066344655
2022-08-13,2022-08-20,2022-11-19,14,20116.110000000004,27736.52,-27.47428300305877,16998.24,-38.71531107723679
2022-08-14,2022-08-21,2022-11-20,14,19971.619999999995,27592.600000000002,-27.619651645731125,16534.14,-40.07762950936121
2022-08-15,2022-08-22,2022-11-21,14,19839.140000000003,27223.42,-27.12473304235837,15590.820000000002,-42.7301198747255
2022-08-16,2022-08-23,2022-11-22,14,19878.38,26411.14,-24.734865666533132,15523.06,-41.22533143211539
2022-08-17,2022-08-24,2022-11-23,14,19620.91,26426.399999999998,-25.752618593527675,16205.14,-38.67821572367027
2022-08-18,2022-08-25,2022-11-24,14,19649.97,25923.38,-24.199814993260908,16744.0,-35.409657228339825
2022-08-19,2022-08-26,2022-11-25,14,19707.300000000003,24209.08,-18.59541956984734,16650.34,-31.22274782850071
2022-08-20,2022-08-27,2022-11-26,14,19735.420000000002,22305.64,-11.522735953776703,16975.98,-23.893777537878314
2022-08-21,2022-08-28,2022-11-27,14,19574.319999999996,22469.86,-12.88632861976,16907.66,-24.75404831182749
2022-08-22,2022-08-29,2022-11-28,14,19437.640000000003,22104.600000000002,-12.065181003049135,16483.600000000002,-25.429096206219516
2022-08-23,2022-08-30,2022-11-29,14,19453.15,22652.7,-14.12436486599831,16699.48,-26.280399246006
2022-08-24,2022-08-31,2022-11-30,14,19231.35,23076.62,-16.66305550812901,17622.78,-23.633617054837323
