Start Date,Last Buy Date,Sell Date,Total ETH Bought,Total Paid USD,Current Value of DCA Asset,ROI,Current Value of Hold Asset,ROI Hold
2020-05-09,2020-08-08,2020-08-15,5.75605852093073,1400,2508.5478640068213,79.18199028620153,2879.2128733896466,105.65806238497476
2020-05-10,2020-08-09,2020-08-16,5.739683713526532,1400,2443.268563173974,74.5191830838553,3023.1420889768174,115.93872064120123
2020-05-11,2020-08-10,2020-08-17,5.722493801488376,1400,2476.0658429660057,76.86184592614326,3256.1062137174804,132.5790152655343
2020-05-12,2020-08-11,2020-08-18,5.678436004522952,1400,2419.7519346073655,72.8394239005261,3162.3747680890538,125.88391200636097
2020-05-13,2020-08-12,2020-08-19,5.634329472279697,1400,2320.4985931583933,65.7498995113138,2962.0363711085997,111.57402650775711
2020-05-14,2020-08-13,2020-08-20,5.599598391378206,1400,2303.562786245166,64.54019901751187,2872.6220759140106,105.18729113671503
2020-05-15,2020-08-14,2020-08-21,5.583344957684712,1400,2250.3113517452466,60.73652512466047,2840.3100775193802,102.8792912513843
2020-05-16,2020-08-15,2020-08-22,5.513617864715924,1400,2148.3260648079126,53.451861771993755,2746.153846153846,96.15384615384616
2020-05-17,2020-08-16,2020-08-23,5.4673225017214175,1400,2136.4656139976782,52.60468671411987,2673.49850950496,90.96417925035429
2020-05-18,2020-08-17,2020-08-24,5.416087332040192,1400,2162.914476050251,54.493891146446494,2643.3265566639875,88.8090397617134
2020-05-19,2020-08-18,2020-08-25,5.383024012862283,1400,2107.130919594812,50.50935139962943,2580.4774685690068,84.31981918350047
2020-05-20,2020-08-19,2020-08-26,5.36342009627446,1400,2066.4721288935866,47.60515206382762,2552.1930447125624,82.29950319375445
2020-05-21,2020-08-20,2020-08-27,5.3439046504653875,1400,2057.9911199407256,46.99936571005183,2662.6203763148796,90.18716973677712
2020-05-22,2020-08-21,2020-08-28,5.328086692372623,1400,2075.396328412984,48.24259488664172,2682.116860121975,91.57977572299822
2020-05-23,2020-08-22,2020-08-29,5.266841747905929,1400,2103.2079151912744,50.22913679937674,2689.867205542725,92.13337182448036
2020-05-24,2020-08-23,2020-08-30,5.2345406114781685,1400,2167.8326488375687,54.845189202683486,2808.000774893452,100.57148392096087
2020-05-25,2020-08-24,2020-08-31,5.1937033586791985,1400,2228.9816704443515,59.21297646031082,2952.3758046287653,110.88398604491181
2020-05-26,2020-08-25,2020-09-01,5.16761470573092,1400,2375.2940994892174,69.66386424922982,3169.8438500566476,126.41741786118912
2020-05-27,2020-08-26,2020-09-02,5.149816049468796,1400,2329.776780779683,66.41262719854879,3084.7457627118642,120.33898305084745
2020-05-28,2020-08-27,2020-09-03,5.109719171675491,1400,2122.2196635719815,51.58711882657011,2726.540373253306,94.75288380380756
2020-05-29,2020-08-28,2020-09-04,5.092977389325288,1400,1971.084109216673,40.79172208690521,2449.1615061248476,74.94010758034626
2020-05-30,2020-08-29,2020-09-05,5.036121862536735,1400,1790.1902384759333,27.87073131970952,2151.197371833665,53.65695513097606
2020-05-31,2020-08-30,2020-09-06,4.9916964430303965,1400,1694.1817727645164,21.012983768894028,2004.4716304577091,43.17654503269351
2020-06-01,2020-08-31,2020-09-07,4.935334912504227,1400,1689.0196671063218,20.64426193616584,2001.6794786096257,42.97710561497326
2020-06-02,2020-09-01,2020-09-08,4.892584970364469,1400,1674.1936510090177,19.585260786358404,1973.7392880685566,40.98137771918261
2020-06-03,2020-09-02,2020-09-09,4.883814760673819,1400,1688.1394101745125,20.581386441036607,2017.8633975481612,44.13309982486865
2020-06-04,2020-09-03,2020-09-10,4.88158038130685,1400,1778.11565389102,27.00826099221571,2112.9065672260203,50.92189765900146
2020-06-05,2020-09-04,2020-09-11,4.899343707395811,1400,1793.6987247146806,28.12133747962004,2100.5450596287037,50.0389328306217
2020-06-06,2020-09-05,2020-09-12,4.885175354727423,1400,1845.0818797270003,31.791562837642886,2177.3358039942354,55.52398599958824
2020-06-07,2020-09-06,2020-09-13,4.864482108815035,1400,1807.8847757411077,29.134626838650547,2160.038193291265,54.28844237794751
2020-06-08,2020-09-07,2020-09-14,4.809755315113662,1400,1784.563514566622,27.468822469044422,2128.0757097791798,52.00540784136999
2020-06-09,2020-09-08,2020-09-15,4.772822915017491,1400,1778.1629052189164,27.01163608706546,2125.9639683704245,51.854569169316036
2020-06-10,2020-09-09,2020-09-16,4.756136985331377,1400,1734.7058426599133,23.907560189993806,2077.8953365345487,48.421095466753485
2020-06-11,2020-09-10,2020-09-17,4.741781074075548,1400,1798.7946504505592,28.48533217503994,2213.6128709569857,58.115205068356126
2020-06-12,2020-09-11,2020-09-18,4.762666389566137,1400,1830.91184014091,30.779417152922147,2295.1044776119406,63.93603411513862
2020-06-13,2020-09-12,2020-09-19,4.738165939599705,1400,1814.243738272727,29.58883844805192,2256.7146585838173,61.19390418455838
2020-06-14,2020-09-13,2020-09-20,4.718408000439015,1400,1775.7728509652234,26.840917926087382,2232.30097868915,59.450069906367844
2020-06-15,2020-09-14,2020-09-21,4.66959034774884,1400,1661.907204763812,18.707657483129424,2187.845789057697,56.27469921840692
2020-06-16,2020-09-15,2020-09-22,4.633638436894997,1400,1583.4532630401275,13.103804502866248,2058.5258809861884,47.03756292758489
2020-06-17,2020-09-16,2020-09-23,4.6233782447102225,1400,1534.129369159746,9.580669225696138,1996.7676767676764,42.6262626262626
2020-06-18,2020-09-17,2020-09-24,4.588584276742331,1400,1537.175732708681,9.798266622048638,2023.645150155333,44.54608215395236
2020-06-19,2020-09-18,2020-09-25,4.596352537590124,1400,1601.3232605710232,14.38023289793023,2125.5327493790037,51.82376781278598
2020-06-20,2020-09-19,2020-09-26,4.578349005192397,1400,1611.48728284762,15.106234489115714,2151.4669926650367,53.67621376178834
2020-06-21,2020-09-20,2020-09-27,4.5604431541353945,1400,1623.1073229883284,15.93623735630917,2162.3660113700475,54.45471509786054
2020-06-22,2020-09-21,2020-09-28,4.511470934378773,1400,1626.3401571342038,16.167154081014555,2135.2428498899985,52.51734642071418
2020-06-23,2020-09-22,2020-09-29,4.4959930357666655,1400,1601.6975189918746,14.40696564227676,2058.313730345425,47.0224093103875
2020-06-24,2020-09-23,2020-09-30,4.4949162393269955,1400,1605.808826499569,14.70063046425493,2078.2431646305995,48.44594033075711
2020-06-25,2020-09-24,2020-10-01,4.455610897178294,1400,1594.5294717731963,13.894962269514021,2148.6319581439234,53.47371129599453
2020-06-26,2020-09-25,2020-10-02,4.44760036958075,1400,1535.711931612537,9.6937094008955,2087.4255117022194,49.101822264444245
2020-06-27,2020-09-26,2020-10-03,4.4258510968970715,1400,1540.1519232092119,10.010851657800849,2150.646713459586,53.61762238997042
2020-06-28,2020-09-27,2020-10-04,4.407441791156381,1400,1540.7975757703591,10.056969697882794,2184.5474022495982,56.039100160685585
2020-06-29,2020-09-28,2020-10-05,4.365787707602123,1400,1538.7218775443682,9.908705538883444,2182.546001415428,55.896142958244845
2020-06-30,2020-09-29,2020-10-06,4.364000307877859,1400,1512.1261066796783,8.009007619977021,2135.593220338983,52.542372881355924
2020-07-01,2020-09-30,2020-10-07,4.359308288786037,1400,1475.6258557540737,5.40184683957669,2071.2412587412587,47.94580419580419
2020-07-02,2020-10-01,2020-10-08,4.306188729083751,1400,1481.0274895937746,5.787677828126756,2103.271742454025,50.23369588957323
2020-07-03,2020-10-02,2020-10-09,4.305395781366656,1400,1542.451092632418,10.17507804517272,2206.9080828969945,57.63629163549962
2020-07-04,2020-10-03,2020-10-10,4.271773041809367,1400,1588.2879346751408,13.449138191081488,2287.1567292060286,63.36833780043061
2020-07-05,2020-10-04,2020-10-11,4.24714229700413,1400,1586.4775336229227,13.319823830208763,2301.742957746479,64.41021126760565
2020-07-06,2020-10-05,2020-10-12,4.2071945938037265,1400,1602.4362768879632,14.459734063425945,2273.1349646176145,62.36678318697246
2020-07-07,2020-10-06,2020-10-13,4.212362868104826,1400,1606.9321869246291,14.78087049461637,2239.7651499266094,59.98322499475781
2020-07-08,2020-10-07,2020-10-14,4.217666326612318,1400,1605.834277194374,14.70244837102671,2190.4088761043763,56.45777686459831
2020-07-09,2020-10-08,2020-10-15,4.160130822272558,1400,1565.374025804718,11.812430414622717,2162.5287356321837,54.46633825944169
2020-07-10,2020-10-09,2020-10-16,4.144517392387982,1400,1538.9007529675816,9.92148235482726,2167.6910887786166,54.83507776990118
2020-07-11,2020-10-10,2020-10-17,4.101340999098222,1400,1505.7253209989303,7.551808642780737,2142.21647980661,53.015462843329296
2020-07-12,2020-10-11,2020-10-18,4.074710398766711,1400,1521.3338744835391,8.666705320252795,2173.0439843685044,55.217427454893176
2020-07-13,2020-10-12,2020-10-19,4.043450676593653,1400,1530.4865155974635,9.32046539981882,2196.35263397853,56.88233099846642
2020-07-14,2020-10-13,2020-10-20,4.05512467738773,1400,1517.3465517849409,8.381896556067204,2183.626511046269,55.97332221759065
2020-07-15,2020-10-14,2020-10-21,4.0693819938272195,1400,1565.4098653854549,11.814990384675346,2251.0010449320794,60.78578892371995
2020-07-16,2020-10-15,2020-10-22,4.015381331841386,1400,1629.0803601413686,16.362882867240614,2413.811567719179,72.41511197994136
2020-07-17,2020-10-16,2020-10-23,3.9968373466851976,1400,1642.7800862345498,17.34143473103927,2466.895309954557,76.20680785389693
2020-07-18,2020-10-17,2020-10-24,3.956935848760932,1400,1631.167664934719,16.511976066765637,2461.8094953717527,75.84353538369662
2020-07-19,2020-10-18,2020-10-25,3.9268171390310846,1400,1614.9035484265335,15.350253459038104,2437.346541359749,74.09618152569637
2020-07-20,2020-10-19,2020-10-26,3.893171077643913,1400,1547.6522984957846,10.546592749698902,2346.1995700012644,67.58568357151889
2020-07-21,2020-10-20,2020-10-27,3.9055353828835058,1400,1562.9562048761502,11.639728919725014,2325.430623002532,66.1021873573237
2020-07-22,2020-10-21,2020-10-28,3.9113654893982917,1400,1545.2240502416892,10.373146445834939,2188.438254263443,56.317018161674504
2020-07-23,2020-10-22,2020-10-29,3.8368914943221193,1400,1485.874600091184,6.133900006513143,2013.0848061785236,43.791771869894546
2020-07-24,2020-10-23,2020-10-30,3.8114283450456257,1400,1460.8442560890874,4.3460182920776695,1932.1330836814054,38.00950597724324
2020-07-25,2020-10-24,2020-10-31,3.7729523070883304,1400,1460.698485689247,4.335606120660502,1850.621414913958,32.18724392242557
2020-07-26,2020-10-25,2020-11-01,3.7466440532543164,1400,1465.4623549898934,4.675882499278097,1776.006227094347,26.85758764959621
2020-07-27,2020-10-26,2020-11-02,3.72315703198316,1400,1459.9615669515565,4.282969067968321,1714.604285089637,22.471734649259783
2020-07-28,2020-10-27,2020-11-03,3.74035837356962,1400,1422.8697288896194,1.6335520635442433,1681.0517344780785,20.075123891291323
2020-07-29,2020-10-28,2020-11-04,3.768812413506846,1400,1480.2010754048138,5.728648243200983,1725.0196078431375,23.21568627450982
2020-07-30,2020-10-29,2020-11-05,3.72381043283915,1400,1517.0431322343413,8.360223731024382,1743.1645221430972,24.511751581649797
2020-07-31,2020-10-30,2020-11-06,3.7122593146311944,1400,1613.3107755455708,15.23648396754077,1794.8728538556845,28.20520384683461
2020-08-01,2020-10-31,2020-11-07,3.68981335856082,1400,1649.6048582117858,17.82891844369898,1709.076511386598,22.076893670471286
2020-08-02,2020-11-01,2020-11-08,3.6779791566710047,1400,1638.4293749222327,17.030669637302335,1623.3061766313542,15.950441187953873
2020-08-03,2020-11-02,2020-11-09,3.6658501831083994,1400,1635.9223027139542,16.851593050996726,1631.5783975765173,16.54131411260838
2020-08-04,2020-11-03,2020-11-10,3.6875860387432713,1400,1647.1709317858445,17.655066556131747,1595.93711719069,13.995508370763577
2020-08-05,2020-11-04,2020-11-11,3.7097018182821238,1400,1712.2128742281143,22.300919587722447,1630.671781153788,16.476555796699145
2020-08-06,2020-11-05,2020-11-12,3.6636426536063516,1400,1684.835983540489,20.345427395749212,1617.5057783137372,15.5361270224098
2020-08-07,2020-11-06,2020-11-13,3.6473585947645737,1400,1700.6174183949302,21.47267274249501,1703.9442428672114,21.710303061943673
2020-08-08,2020-11-07,2020-11-14,3.640432067777562,1400,1689.4153096935331,20.67252212096665,1684.595638758524,20.328259911323148
2020-08-09,2020-11-08,2020-11-15,3.6421732860445792,1400,1641.2361261574083,17.231151868386306,1606.161209837568,14.725800702683436
2020-08-10,2020-11-09,2020-11-16,3.6287836431706766,1400,1649.8990590404117,17.849932788600835,1610.6323220566283,15.045165861187732
2020-08-11,2020-11-10,2020-11-17,3.6562537463398423,1400,1723.9236413992357,23.13740295708827,1716.0163256817532,22.5725946915538
2020-08-12,2020-11-11,2020-11-18,3.6740035065137358,1400,1759.5537593395584,25.68241138139703,1766.2083135767348,26.157736684052484
2020-08-13,2020-11-12,2020-11-19,3.629859651470121,1400,1716.5969277767351,22.614066269766795,1629.4799537299107,16.391425266422193
2020-08-14,2020-11-13,2020-11-20,3.6007959407476227,1400,1773.8240963310939,26.701721166506704,1589.2432482256431,13.517374873260223
